M err
8.000000000000000000e+00 1.333856120383870316e+10
1.600000000000000000e+01 2.198083375892434906e+50
3.200000000000000000e+01 inf
6.400000000000000000e+01 2.320817640469769003e+02
1.280000000000000000e+02 1.566906629156803246e-02
2.560000000000000000e+02 7.672023870568435086e-03
5.120000000000000000e+02 3.720570220585199712e-03
1.024000000000000000e+03 1.756449592482660360e-03
