M N err
8.000000000000000000e+00 2.900000000000000000e+01 5.105107057618138433e-02
1.600000000000000000e+01 6.100000000000000000e+01 1.027857268739687524e-02
3.200000000000000000e+01 1.250000000000000000e+02 2.623272381817181014e-03
6.400000000000000000e+01 2.530000000000000000e+02 5.601693071399956297e-04
1.280000000000000000e+02 5.090000000000000000e+02 1.361594447023182727e-04
2.560000000000000000e+02 1.021000000000000000e+03 3.542449720368521105e-05
5.120000000000000000e+02 2.045000000000000000e+03 8.029994357406944225e-06
1.024000000000000000e+03 4.093000000000000000e+03 2.170993495248086063e-06
