M N err
8.000000000000000000e+00 3.450000000000000178e+00 5.540588307283006770e+02
1.600000000000000000e+01 1.225000000000000000e+01 1.610488640800793902e+01
3.200000000000000000e+01 4.905000000000000426e+01 1.460289943462092399e+00
6.400000000000000000e+01 1.994500000000000455e+02 2.710498970514553796e-01
1.280000000000000000e+02 8.074500000000000455e+02 6.225988300596189962e-02
2.560000000000000000e+02 3.252250000000000455e+03 1.517662476434961105e-02
