M N err
8.000000000000000000e+00 1.350000000000000089e+00 1.933268907436513473e+04
1.600000000000000000e+01 1.750000000000000000e+00 1.933268907436513473e+04
3.200000000000000000e+01 2.549999999999999822e+00 1.779075819686637260e+03
6.400000000000000000e+01 4.150000000000000355e+00 2.440134651903873646e+02
1.280000000000000000e+02 7.349999999999999645e+00 5.548176576632970125e+01
2.560000000000000000e+02 1.375000000000000000e+01 1.340218233321167318e+01
5.120000000000000000e+02 2.655000000000000071e+01 3.716817997689257247e+00
1.024000000000000000e+03 5.214999999999999858e+01 1.333308121280579073e+00
