M N err
8.000000000000000000e+00 6.633333333333332860e+01 1.390834424682194370e-01
1.600000000000000000e+01 3.010000000000000000e+02 3.075172591037558106e-02
3.200000000000000000e+01 1.282333333333333485e+03 7.683615148631077474e-03
6.400000000000000000e+01 5.293000000000000909e+03 1.814319358207479088e-03
1.280000000000000000e+02 2.150633333333333576e+04 4.452470835483040863e-04
