M err
8.000000000000000000e+00 1.787766069811666525e-01
1.600000000000000000e+01 3.659917380190080838e-02
3.200000000000000000e+01 8.398963805727377788e-03
6.400000000000000000e+01 1.966740875708067066e-03
1.280000000000000000e+02 4.230953904747405004e-04
2.560000000000000000e+02 4.456142665468504073e-05
5.120000000000000000e+02 4.918867035086347969e-05
1.024000000000000000e+03 7.251813483142057740e-05
