M err
8.000000000000000000e+00 6.321524758670103624e-06
1.600000000000000000e+01 1.290831741905428075e-06
3.200000000000000000e+01 2.960665153860273126e-07
6.400000000000000000e+01 7.385730318353058410e-08
1.280000000000000000e+02 1.804317130937897233e-08
2.560000000000000000e+02 4.186725350134966762e-09
5.120000000000000000e+02 8.377554409256933404e-10
1.024000000000000000e+03 2.783808423345956247e-11
