M err
8.000000000000000000e+00 1.191254625563305074e-02
1.600000000000000000e+01 4.406725562071877982e-03
3.200000000000000000e+01 1.872286368070653732e-03
6.400000000000000000e+01 8.417822921465186858e-04
1.280000000000000000e+02 3.782679506630384726e-04
2.560000000000000000e+02 1.585178598126381073e-04
5.120000000000000000e+02 5.152109140747761928e-05
1.024000000000000000e+03 1.259986495656560052e-06
