M N err
8.000000000000000000e+00 1.500000000000000000e+01 1.094200256307849450e+01
1.600000000000000000e+01 3.100000000000000000e+01 2.893687616724437195e+00
3.200000000000000000e+01 6.300000000000000000e+01 1.049426415607066732e+00
6.400000000000000000e+01 1.270000000000000000e+02 4.465252626149871507e-01
1.280000000000000000e+02 2.550000000000000000e+02 2.060741587310577771e-01
2.560000000000000000e+02 5.110000000000000000e+02 9.899278347587130156e-02
5.120000000000000000e+02 1.023000000000000000e+03 4.851864249827721881e-02
1.024000000000000000e+03 2.047000000000000000e+03 2.401933701274368629e-02
