M err
8.000000000000000000e+00 6.318262979537587028e-06
1.600000000000000000e+01 1.287832007105775078e-06
3.200000000000000000e+01 2.931629625477388421e-07
6.400000000000000000e+01 7.113378755474417977e-08
1.280000000000000000e+02 1.611613269234412030e-08
2.560000000000000000e+02 5.768940269084976010e-09
5.120000000000000000e+02 5.997848376023876121e-09
1.024000000000000000e+03 6.301086212509216483e-09
