x U
-1.000000000000000000e+00 -5.672823200048430214e-01
-9.166666666666666297e-01 -3.348091069724538626e-01
-8.333333333333333703e-01 -7.951920659808088543e-02
-7.500000000000000000e-01 1.811897962942326523e-01
-6.666666666666667407e-01 4.295510139994017096e-01
-5.833333333333333703e-01 6.486390399671199125e-01
-5.000000000000000000e-01 8.235233872877755212e-01
-4.166666666666667407e-01 9.422859767015188126e-01
-3.333333333333333703e-01 9.968333340042477841e-01
-2.500000000000000000e-01 9.834481469395734976e-01
-1.666666666666667407e-01 9.030425938858589463e-01
-8.333333333333337034e-02 7.610961804072849946e-01
0.000000000000000000e+00 5.672823200048491277e-01
8.333333333333325932e-02 3.348091069724514757e-01
1.666666666666665186e-01 7.951920659808801861e-02
2.500000000000000000e-01 -1.811897962942356222e-01
3.333333333333332593e-01 -4.295510139993943266e-01
4.166666666666665186e-01 -6.486390399671229101e-01
5.000000000000000000e-01 -8.235233872877677497e-01
5.833333333333332593e-01 -9.422859767015210330e-01
6.666666666666665186e-01 -9.968333340042407897e-01
7.500000000000000000e-01 -9.834481469395747188e-01
8.333333333333332593e-01 -9.030425938858530621e-01
9.166666666666665186e-01 -7.610961804072872150e-01
1.000000000000000000e+00 -5.672823200048430214e-01
