x U
-1.000000000000000000e+00 -6.593013410814363429e-01
-9.746835443037974445e-01 -6.265467835159863608e-01
-9.493670886075948889e-01 -5.491011295474943488e-01
-9.240506329113924444e-01 -4.735795774476568298e-01
-8.987341772151898889e-01 -4.177192027993635315e-01
-8.734177215189873333e-01 -3.291169993622235501e-01
-8.481012658227847778e-01 -2.572439293217949063e-01
-8.227848101265822223e-01 -1.819271661537567308e-01
-7.974683544303797778e-01 -9.217524518727933380e-02
-7.721518987341772222e-01 -2.464728559530306173e-02
-7.468354430379746667e-01 6.288162779255228318e-02
-7.215189873417722222e-01 1.337357843621251874e-01
-6.962025316455695556e-01 2.082387477172377432e-01
-6.708860759493671111e-01 2.804111021794747360e-01
-6.455696202531645556e-01 3.473914758992386331e-01
-6.202531645569620000e-01 4.118201333829769606e-01
-5.949367088607595555e-01 4.799549871389176547e-01
-5.696202531645568889e-01 5.334832431738236735e-01
-5.443037974683544444e-01 6.031804860055931528e-01
-5.189873417721518889e-01 6.509844948098210127e-01
-4.936708860759493334e-01 7.150629675466660951e-01
-4.683544303797468888e-01 7.627703039872354429e-01
-4.430379746835443333e-01 8.139320270945805680e-01
-4.177215189873417778e-01 8.602523991509127832e-01
-3.924050632911392222e-01 8.960134622766470214e-01
-3.670886075949366667e-01 9.332981989777693332e-01
-3.417721518987342222e-01 9.551297920786206985e-01
-3.164556962025316666e-01 9.759802220287058239e-01
-2.911392405063291111e-01 9.858976791449907129e-01
-2.658227848101265556e-01 9.888406817964379147e-01
-2.405063291139241111e-01 9.876202620816105782e-01
-2.151898734177215555e-01 9.770656881302682839e-01
-1.898734177215190000e-01 9.649771947754591794e-01
-1.645569620253164445e-01 9.463738911404220300e-01
-1.392405063291138889e-01 9.244012930121403571e-01
-1.139240506329114444e-01 8.992943878648183009e-01
-8.860759493670888887e-02 8.689520500846014128e-01
-6.329113924050633333e-02 8.340227607174561797e-01
-3.797468354430377779e-02 7.960377272532374038e-01
-1.265822784810133328e-02 7.465390424709965611e-01
1.265822784810133328e-02 7.001342751936628916e-01
3.797468354430377779e-02 6.346423914082055528e-01
6.329113924050622231e-02 5.784658030962956943e-01
8.860759493670888887e-02 5.010406305414066841e-01
1.139240506329113334e-01 4.349149956089715108e-01
1.392405063291139999e-01 3.529294493196142302e-01
1.645569620253164445e-01 2.786625565246149683e-01
1.898734177215188890e-01 1.980079237567778927e-01
2.151898734177215555e-01 1.185272945210068263e-01
2.405063291139240000e-01 4.010091489092600797e-02
2.658227848101266666e-01 -4.193591646674466739e-02
2.911392405063291111e-01 -1.213524487793192358e-01
3.164556962025315556e-01 -2.037039734123083090e-01
3.417721518987342222e-01 -2.865691979055738914e-01
3.670886075949366667e-01 -3.661160209812112654e-01
3.924050632911391112e-01 -4.493498163484904717e-01
4.177215189873417778e-01 -5.213770291266375256e-01
4.430379746835442223e-01 -5.964055339445843984e-01
4.683544303797468888e-01 -6.565498384651362596e-01
4.936708860759493334e-01 -7.150753005992194211e-01
5.189873417721517779e-01 -7.629743374996268424e-01
5.443037974683544444e-01 -8.036151744125986651e-01
5.696202531645568889e-01 -8.439201927409600845e-01
5.949367088607595555e-01 -8.726826737673012424e-01
6.202531645569620000e-01 -9.101044479431109613e-01
6.455696202531644445e-01 -9.328578867924521845e-01
6.708860759493671111e-01 -9.645823199822414207e-01
6.962025316455695556e-01 -9.791140578702698383e-01
7.215189873417722222e-01 -9.941166287927631906e-01
7.468354430379746667e-01 -9.926926959671948936e-01
7.721518987341771112e-01 -9.833511471962939066e-01
7.974683544303797778e-01 -9.658661021668940583e-01
8.227848101265822223e-01 -9.412393771232343553e-01
8.481012658227848888e-01 -9.212187644953062637e-01
8.734177215189873333e-01 -8.999192492838532509e-01
8.987341772151897779e-01 -8.853774186310964245e-01
9.240506329113924444e-01 -8.640816395348236423e-01
9.493670886075948889e-01 -8.310335919653515369e-01
9.746835443037973334e-01 -7.709697525753275160e-01
1.000000000000000000e+00 -6.924591541597409083e-01
