x U
-1.000000000000000000e+00 -1.241724901008869342e+00
-9.166666666666666297e-01 -5.764546097132977609e-01
-8.333333333333333703e-01 3.575027238473039159e-01
-7.500000000000000000e-01 -4.744880545653429316e-01
-6.666666666666667407e-01 -2.516234220111630560e+00
-5.833333333333333703e-01 -1.923459010770906419e+00
-5.000000000000000000e-01 9.165674026715546763e-01
-4.166666666666667407e-01 4.556723006608700555e-01
-3.333333333333333703e-01 -2.173081571759348574e+00
-2.500000000000000000e-01 -1.240779274744469918e+00
-1.666666666666667407e-01 1.346267847456073641e+00
-8.333333333333337034e-02 7.691993991527815711e-01
0.000000000000000000e+00 -8.839205866273844858e-01
8.333333333333325932e-02 2.691893309808105483e-01
1.666666666666665186e-01 1.729003379674304286e+00
2.500000000000000000e-01 9.118409517490185801e-01
3.333333333333332593e-01 1.491967933067043506e-01
4.166666666666665186e-01 1.068959595650346595e+00
5.000000000000000000e-01 1.706668666920961419e+00
5.833333333333332593e-01 8.679351026219999099e-01
6.666666666666665186e-01 7.669942538187875247e-02
7.500000000000000000e-01 3.603298580213830649e-01
8.333333333333332593e-01 6.920709744349760051e-01
9.166666666666665186e-01 2.099620018663261589e-01
1.000000000000000000e+00 -8.569235250961764194e-01
