x U
-1.000000000000000000e+00 -1.566303689797865495e-01
-9.285714285714286031e-01 -4.209831329108838088e-02
-8.571428571428572063e-01 -3.482455399569230892e-01
-7.857142857142856984e-01 -2.957968247200408116e-02
-7.142857142857143016e-01 7.104998417644724507e-01
-6.428571428571429047e-01 8.075865336844649800e-01
-5.714285714285713969e-01 4.471863125476490120e-01
-5.000000000000000000e-01 6.715509538083280772e-01
-4.285714285714286031e-01 1.276795826698695846e+00
-3.571428571428572063e-01 1.211161495358631823e+00
-2.857142857142858094e-01 6.716911023784659651e-01
-2.142857142857143016e-01 7.049707519888913643e-01
-1.428571428571429047e-01 1.115825154902714944e+00
-7.142857142857150787e-02 8.647264924963261601e-01
0.000000000000000000e+00 1.562121583875236142e-01
7.142857142857139685e-02 4.551378720916327697e-02
1.428571428571427937e-01 3.488020110902009252e-01
2.142857142857141906e-01 2.915421848036428912e-02
2.857142857142855874e-01 -7.110843575023333418e-01
3.571428571428569843e-01 -8.102353479791325475e-01
4.285714285714283811e-01 -4.466895227160872506e-01
5.000000000000000000e-01 -6.663524913824611096e-01
5.714285714285713969e-01 -1.277106495308522272e+00
6.428571428571427937e-01 -1.217879986679523130e+00
7.142857142857141906e-01 -6.716280867164869939e-01
7.857142857142855874e-01 -6.980629113764059701e-01
8.571428571428569843e-01 -1.115628036589380034e+00
9.285714285714283811e-01 -8.704554998455459325e-01
1.000000000000000000e+00 -1.566303689797865495e-01
