x U
-1.000000000000000000e+00 -6.117237502743559929e-01
-9.166666666666666297e-01 -3.861117895066252803e-01
-8.333333333333333703e-01 -1.341869483498196458e-01
-7.500000000000000000e-01 1.268825116710530498e-01
-6.666666666666667407e-01 3.793051381421848056e-01
-5.833333333333333703e-01 6.058787461788335271e-01
-5.000000000000000000e-01 7.911627190410267518e-01
-4.166666666666667407e-01 9.225302601516910395e-01
-3.333333333333333703e-01 9.910288884271583054e-01
-2.500000000000000000e-01 9.919905356434052246e-01
-1.666666666666667407e-01 9.253496673799661565e-01
-8.333333333333337034e-02 7.956477485234215719e-01
0.000000000000000000e+00 6.117237502954319117e-01
8.333333333333325932e-02 3.861117894214025070e-01
1.666666666666665186e-01 1.341869483291869281e-01
2.500000000000000000e-01 -1.268825115853917385e-01
3.333333333333332593e-01 -3.793051381221340113e-01
4.166666666666665186e-01 -6.058787462642112320e-01
5.000000000000000000e-01 -7.911627190609836768e-01
5.833333333333332593e-01 -9.225302600670450826e-01
6.666666666666665186e-01 -9.910288884067229853e-01
7.500000000000000000e-01 -9.919905357276216362e-01
8.333333333333332593e-01 -9.253496674009280554e-01
9.166666666666665186e-01 -7.956477484388986277e-01
1.000000000000000000e+00 -6.117237502743559929e-01
