4.539992976248485417e-05 2.574051111326560587e-02 -1.941910223376631164e-05 -1.278233260251351311e-01 -1.565310901913572750e-01 4.169237854208582283e-02 3.054517018965304809e-01 4.850186942708330506e-01 6.599987734026915298e-01 8.712305372937100278e-01 9.269003131130244544e-01 7.373808603061333677e-01
4.772763019874130109e-05 2.092270407802436852e-02 -5.306244330590634620e-03 -1.316252732445269968e-01 -1.604967754645230948e-01 3.805743188151637646e-02 3.048699915570471930e-01 4.862719948137144699e-01 6.592014327785642447e-01 8.682352568820047578e-01 9.242192718677250118e-01 7.351905095365985909e-01
5.016838704737620961e-05 1.608755994220028088e-02 -1.060420585421853815e-02 -1.353695901546590197e-01 -1.643717423922073373e-01 3.445994722739383759e-02 3.042720374811017092e-01 4.875143799668997802e-01 6.583894050120665531e-01 8.651594802998442413e-01 9.214293029489840636e-01 7.329696645910950270e-01
5.272735461275887406e-05 1.123690214203870025e-02 -1.591234065744181331e-02 -1.390562422692435962e-01 -1.681560376033968962e-01 3.090092873913459146e-02 3.036572472719432647e-01 4.887449479977039601e-01 6.575621600754507634e-01 8.620039797956308147e-01 9.185304349092826559e-01 7.307190314254935481e-01
5.540990487667114893e-05 6.372230092539004666e-03 -2.122924260799067750e-02 -1.426855921077746225e-01 -1.718493653376944041e-01 2.738079672455998731e-02 3.030255594816795295e-01 4.899622227905159888e-01 6.567197794651351561e-01 8.587690386330881775e-01 9.155233550530648134e-01 7.284385843692489093e-01
5.822163584046565089e-05 1.495399322450485704e-03 -2.655393842356336062e-02 -1.462576278693937526e-01 -1.754518448698248745e-01 2.390057836777977063e-02 3.023763886169007487e-01 4.911653238797443755e-01 6.558616732835670371e-01 8.554554912129479494e-01 9.124081435117376015e-01 7.261290719624194923e-01
6.116838014699158433e-05 -3.392076426801448729e-03 -3.188499040719446759e-02 -1.497727641315751146e-01 -1.789632201080824103e-01 2.046067657445422433e-02 3.017097206685846467e-01 4.923527491963724523e-01 6.549879035454028164e-01 8.520636327745522154e-01 9.091855960063347508e-01 7.237904491322336709e-01
6.425621398986940613e-05 -8.288314247331993179e-03 -3.722141442049312771e-02 -1.532310137063916111e-01 -1.823836767664843983e-01 1.706213340855345512e-02 3.010249843627536559e-01 4.935236325820773207e-01 6.540978304971254431e-01 8.485943490678854451e-01 9.058558563270890929e-01 7.214234931920220362e-01
6.749146631783408659e-05 -1.319178817128001564e-02 -4.256174559562277138e-02 -1.566328376344310602e-01 -1.857130016905262637e-01 1.370533824829479191e-02 3.003222061126802900e-01 4.946764557441622467e-01 6.531914881094064151e-01 8.450479569354966136e-01 9.024198176461288856e-01 7.190281512517173734e-01
7.088072834198234635e-05 -1.810059262140105082e-02 -4.790498850404966563e-02 -1.599782749305322660e-01 -1.889514411087877821e-01 1.039134027576375102e-02 2.996008355232656073e-01 4.958103606154274923e-01 6.522681960575182902e-01 8.414253836626980343e-01 8.988776981054666937e-01 7.166052169063485966e-01
7.443086335389117645e-05 -2.301319159038526727e-02 -5.324965540076347786e-02 -1.632678276103924075e-01 -1.920988276970465314e-01 7.120518724121780926e-03 2.988609329038569018e-01 4.969238217366943045e-01 6.513279527050997997e-01 8.377269763167860539e-01 8.952304782634592506e-01 7.141546397498365062e-01
7.814901686269124285e-05 -2.792766152783923705e-02 -5.859473928763328510e-02 -1.665015621414477343e-01 -1.951554625757470074e-01 3.893922540415291692e-03 2.981019747191454017e-01 4.980159836866476231e-01 6.503700456785591610e-01 8.339536949277134292e-01 8.914784598755299827e-01 7.116772185397900463e-01
8.204262705929967891e-05 -3.284245865525135810e-02 -6.393873372437892943e-02 -1.696800161509316451e-01 -1.981212267613632894e-01 7.119236907164205224e-04 2.973240491645804950e-01 4.990853221937880946e-01 6.493944312028265831e-01 8.301059243633061024e-01 8.876227017624175319e-01 7.091729143298027838e-01
8.611943561614006327e-05 -3.775564612186697866e-02 -6.928062001659088254e-02 -1.728032844691685110e-01 -2.009964709616701983e-01 -2.424436037972162172e-03 2.965266648541202144e-01 5.001309798236046600e-01 6.484003725969817999e-01 8.261846496455226285e-01 8.836635971031187031e-01 7.066425213183840093e-01
9.038749883078113891e-05 -4.266567472129303290e-02 -7.461887708835390765e-02 -1.758719351113465779e-01 -2.037811266584590719e-01 -5.514789578539422941e-03 2.957099323925351242e-01 5.011514411249731182e-01 6.473877784630411858e-01 8.221902999522880950e-01 8.796022748156989701e-01 7.040860196548083261e-01
9.485519912204826252e-05 -4.757059894205398209e-02 -7.995247457229055776e-02 -1.788860918445457637e-01 -2.064755891726271775e-01 -8.558108786871470794e-03 2.948733971365233297e-01 5.021458427814750047e-01 6.463558947686754985e-01 8.181238785802910085e-01 8.754392258633100221e-01 7.015041906538163063e-01
9.953125688726371890e-05 -5.246886656166564744e-02 -8.527988068489443518e-02 -1.818463480019920364e-01 -2.090798421907754390e-01 -1.155402963577966541e-02 2.940171871653031732e-01 5.031126850661969963e-01 6.453045780576790458e-01 8.139858644578641389e-01 8.711756420526280964e-01 6.988970398674940743e-01
1.044247427293805230e-04 -5.735852800484312480e-02 -9.060005355546718597e-02 -1.847528565305759374e-01 -2.115943210114725470e-01 -1.450154365584993207e-02 2.931408884788538893e-01 5.040510956966435252e-01 6.442330631240504868e-01 8.097772734561229369e-01 8.668121170635810779e-01 6.962653287761526588e-01
1.095450900628725877e-04 -6.223803050628304995e-02 -9.591145448116809857e-02 -1.876062311771976021e-01 -2.140190628846528609e-01 -1.740028850344120873e-02 2.922446422390627685e-01 5.049595968477071928e-01 6.431411510550881783e-01 8.054986386374064500e-01 8.623498993187534989e-01 6.936090933456571239e-01
1.149021081073440186e-04 -6.710542497165070119e-02 -1.012130303994985825e-01 -1.904066539887478704e-01 -2.163545387947826137e-01 -2.024928096047544715e-02 2.913280783068333823e-01 5.058373049562888690e-01 6.420280708890075960e-01 8.011509837316485028e-01 8.577896887585938490e-01 6.909290696024571465e-01
1.205059952779124934e-04 -7.195916062023853532e-02 -1.065032393296501262e-01 -1.931547543972133574e-01 -2.186008405400259591e-01 -2.304815950155222545e-02 2.903913470724201473e-01 5.066827695620332861e-01 6.408935658716484740e-01 7.967348992883844794e-01 8.531327850490866282e-01 6.882253276926363350e-01
1.263673529815101284e-04 -7.679729332201791492e-02 -1.117810174655232830e-01 -1.958507431569253554e-01 -2.207584708443095234e-01 -2.579597128155776756e-02 2.894341248086857998e-01 5.074950942533912324e-01 6.397368639713401084e-01 7.922514131211180199e-01 8.483799966003029436e-01 6.854985738408789775e-01
1.324971998283244084e-04 -8.161827685477378302e-02 -1.170448230367804737e-01 -1.984952608407994090e-01 -2.228275766755145049e-01 -2.849235520282817138e-02 2.884565678057141591e-01 5.082728607025998047e-01 6.385576491866292725e-01 7.877011756276197652e-01 8.435326698003030588e-01 6.827489149630545651e-01
1.389069862676850086e-04 -8.642017646567209943e-02 -1.222935820727438505e-01 -2.010885462174172023e-01 -2.248086888945634298e-01 -3.113639346389582285e-02 2.874584006546145321e-01 5.090151587984368398e-01 6.373551524059033468e-01 7.830852158154647524e-01 8.385917224704149131e-01 6.799770243317677654e-01
1.456086096577733540e-04 -9.120145310342839262e-02 -1.275257563440402864e-01 -2.036312466481076944e-01 -2.267020099099088803e-01 -3.372772545871433741e-02 2.864397827254397955e-01 5.097206064449316676e-01 6.361289979104638448e-01 7.784042453479715906e-01 8.335585439906919580e-01 6.771830471262333395e-01
1.526144297785900488e-04 -9.596018572595607643e-02 -1.327402624188236679e-01 -2.061236279358234225e-01 -2.285080954568474709e-01 -3.626547265672919185e-02 2.854004882158165946e-01 5.103882796604227723e-01 6.348784228456524348e-01 7.736592923599164839e-01 8.284341613457834042e-01 6.743676216287760594e-01
