x  0.0 0.250501002004008 0.501002004008016 0.749498997995992 1.0
-1.000000000000000000e+00 -1.224646799147353207e-16 7.082188514970527704e-01 9.999950454033060820e-01 7.082188514970527704e-01 2.449293598294706414e-16 -1.224646799147353207e-16 7.242024499850459041e-01 1.001774157450362468e+00 6.330897997500528618e-01 -1.358424512972271625e-01
-9.949874686716791983e-01 -1.574668077185769482e-02 6.970139960491860132e-01 9.999206280659533874e-01 7.192480875593454392e-01 1.574668077185781973e-02 -1.574668077185769482e-02 7.122250685701559947e-01 1.004445525485787805e+00 6.474246758295649773e-01 -1.229466710281709452e-01
-9.899749373433583965e-01 -3.148945678687938704e-02 6.856362997210394550e-01 9.995982570826996705e-01 7.300989692796906461e-01 3.148945678687906785e-02 -3.148945678687938704e-02 7.050046065407673535e-01 1.001311035279431660e+00 6.547454304802956537e-01 -1.021320885688325464e-01
-9.849624060150375948e-01 -4.722442425650354159e-02 6.740885838778378769e-01 9.990280123929505818e-01 7.407688059288370930e-01 4.722442425650410364e-02 -4.722442425650354159e-02 6.921357517706342444e-01 1.003831252868065738e+00 6.687889676994079879e-01 -8.903829652505958203e-02
-9.799498746867167931e-01 -6.294768132848080344e-02 6.623737120451088645e-01 9.982100354021795630e-01 7.512549516718811660e-01 6.294768132848137243e-02 -6.294768132848080344e-02 6.836845594211221622e-01 1.001850545084941535e+00 6.780922450218965780e-01 -7.107427062055969580e-02
-9.749373433583959914e-01 -7.865532905442768064e-02 6.504945891986088080e-01 9.971445289468632289e-01 7.615548062243655547e-01 7.865532905442736145e-02 -7.865532905442768064e-02 6.708870237261899128e-01 1.002801626682203073e+00 6.901869438701901949e-01 -5.607212808798112125e-02
-9.699248120300751896e-01 -9.434347235666257214e-02 6.384541610439635750e-01 9.958317572441834908e-01 7.716658154970774675e-01 9.434347235666268316e-02 -9.434347235666257214e-02 6.609826229982477264e-01 1.002107549028207867e+00 7.013237109175519679e-01 -4.045613828190566807e-02
-9.649122807017543879e-01 -1.100082209940794337e-01 6.262554132862143685e-01 9.942720458265080774e-01 7.815854722293984480e-01 1.100082209940795447e-01 -1.100082209940794337e-01 6.486632092699189389e-01 1.001273091457732800e+00 7.116003994469134453e-01 -2.412420217587896501e-02
-9.598997493734335862e-01 -1.256456905268264201e-01 6.139013708894390797e-01 9.924657814606683282e-01 7.913113166110358199e-01 1.256456905268265589e-01 -1.256456905268264201e-01 6.373745258798768631e-01 1.001392742054465490e+00 7.236008377326188512e-01 -9.425852782873576918e-03
-9.548872180451127845e-01 -1.412520032795420988e-01 6.013950973266463107e-01 9.904134120520501350e-01 8.008409368919904292e-01 1.412520032795417935e-01 -1.412520032795420988e-01 6.255390985209698940e-01 9.992320702605440585e-01 7.329571072693449318e-01 6.965076289855655703e-03
-9.498746867167919827e-01 -1.568232893029140873e-01 5.887396938201121532e-01 9.881154465335261206e-01 8.101719699806068098e-01 1.568232893029137820e-01 -1.568232893029140873e-01 6.131419977604931626e-01 9.994329730441451343e-01 7.447215760912418991e-01 2.204239917586062886e-02
-9.448621553884711810e-01 -1.723556873333260409e-01 5.759382985723624504e-01 9.855724547392537005e-01 8.193021020295546686e-01 1.723556873333265960e-01 -1.723556873333260409e-01 6.015595171576569866e-01 9.966098454858046685e-01 7.540338188607415004e-01 3.758797353016037762e-02
-9.398496240601503793e-01 -1.878453457503461155e-01 5.629940859879783988e-01 9.827850672633708928e-01 8.282290690096059116e-01 1.878453457503466706e-01 -1.878453457503461155e-01 5.884264728202670547e-01 9.962187500829564613e-01 7.648259204330460914e-01 5.362341275558574205e-02
-9.348370927318295776e-01 -2.032884235318271893e-01 5.499102658864353232e-01 9.797539753036270671e-01 8.369506572710494474e-01 2.032884235318264399e-01 -2.032884235318271893e-01 5.767753361691869696e-01 9.932743484472106310e-01 7.745370131114577283e-01 6.816133665916743190e-02
-9.298245614035087758e-01 -2.186810912063759382e-01 5.366900827061452661e-01 9.764799304899830501e-01 8.454647040926174251e-01 2.186810912063760770e-01 -2.186810912063759382e-01 5.632735268411105389e-01 9.918739937647716998e-01 7.841583560755583937e-01 8.498482351801742163e-02
-9.248120300751879741e-01 -2.340195318029624216e-01 5.233368146999297643e-01 9.729637446982266624e-01 8.537690982177850163e-01 2.340195318029625327e-01 -2.340195318029624216e-01 5.512529656615355877e-01 9.890706150715441458e-01 7.942168175872329483e-01 9.894618564727070131e-02
-9.197994987468671724e-01 -2.492999417974251786e-01 5.098537731220953440e-01 9.692062898486514255e-01 8.618617803783038545e-01 2.492999417974252896e-01 -2.492999417974251786e-01 5.376705111869918285e-01 9.865549731191616267e-01 8.029129464834157126e-01 1.159602627771107591e-01
-9.147869674185463706e-01 -2.645185320556447395e-01 4.962443014073352754e-01 9.652084976898408497e-01 8.697407438048457839e-01 2.645185320556444619e-01 -2.645185320556447395e-01 5.250698121103792859e-01 9.838671161855805369e-01 8.129404608698098667e-01 1.299830396772397312e-01
-9.097744360902255689e-01 -2.796715287731461608e-01 4.825117743416416638e-01 9.609713595676214748e-01 8.774040347246292448e-01 2.796715287731466604e-01 -2.796715287731461608e-01 5.115774686216101319e-01 9.803844171690031528e-01 8.211660222324893565e-01 1.465697087763416784e-01
-9.047619047619047672e-01 -2.947551744109042082e-01 4.686595972254543052e-01 9.564959261792347345e-01 8.848497528458997285e-01 2.947551744109047078e-01 -2.947551744109042082e-01 4.983043897630435315e-01 9.775859213019749694e-01 8.307046186319032577e-01 1.611355479139315316e-01
-8.997493734335839655e-01 -3.097657286271117694e-01 4.546912050292323815e-01 9.517833073127919263e-01 8.920760518291565022e-01 3.097657286271118804e-01 -3.097657286271117694e-01 4.849507518278413087e-01 9.734208714505172555e-01 8.388796640704365704e-01 1.769448573885668285e-01
-8.947368421052631637e-01 -3.246994692046836217e-01 4.406100615416770339e-01 9.468346715720776796e-01 8.990811397449914866e-01 3.246994692046837327e-01 -3.246994692046836217e-01 4.710266251028362161e-01 9.702101384034506060e-01 8.475988257703231943e-01 1.921900866935747909e-01
-8.897243107769423620e-01 -3.395526929742692657e-01 4.264196585107997151e-01 9.416512460867658696e-01 9.058632795184401454e-01 3.395526929742693767e-01 -3.395526929742692657e-01 4.577590323680936213e-01 9.656572679394339609e-01 8.559465899270105593e-01 2.072268263743780037e-01
-8.847117794486215603e-01 -3.543217167325387051e-01 4.121235147780671904e-01 9.362343162081236958e-01 9.124207893597322538e-01 3.543217167325396488e-01 -3.543217167325387051e-01 4.432913492215277973e-01 9.617720495984124485e-01 8.637461363773476508e-01 2.229544087310327272e-01
-8.796992481203007586e-01 -3.690028781555193538e-01 3.977251754058179212e-01 9.305852251902815286e-01 9.187520431813288591e-01 3.690028781555190762e-01 -3.690028781555193538e-01 4.299920354060356997e-01 9.570388113692993581e-01 8.722458697512944781e-01 2.374880575563702856e-01
-8.746867167919799568e-01 -3.835925367067530289e-01 3.832282107981853092e-01 9.247053738571398007e-01 9.248554710011492874e-01 3.835925367067527514e-01 -3.835925367067530289e-01 4.151360364456290197e-01 9.523302561558708579e-01 8.792469156711837375e-01 2.533177074811294727e-01
-8.696741854636591551e-01 -3.980870745400545418e-01 3.686362158157276969e-01 9.185962202550012057e-01 9.307295593318850591e-01 3.980870745400550414e-01 -3.980870745400545418e-01 4.016630063349487800e-01 9.474893327377624797e-01 8.876863970173166640e-01 2.677029840576138908e-01
-8.646616541353383534e-01 -4.124828973966395140e-01 3.539528088840045994e-01 9.122592792910155790e-01 9.363728515563028987e-01 4.124828973966396251e-01 -4.124828973966395140e-01 3.865825035619116501e-01 9.419449726107714804e-01 8.941429935883233870e-01 2.832610698367691859e-01
-8.596491228070175517e-01 -4.267764354964038165e-01 3.391816310962988412e-01 9.056961223575240583e-01 9.417839482884490243e-01 4.267764354964039275e-01 -4.267764354964038165e-01 3.728064069313298812e-01 9.369368017496099155e-01 9.022266072469559139e-01 2.977657191691561733e-01
-8.546365914786967499e-01 -4.409641444231360285e-01 3.243263453107264604e-01 8.989083769423934500e-01 9.469615077206594567e-01 4.409641444231361396e-01 -4.409641444231360285e-01 3.576414848576216499e-01 9.306587205178092903e-01 9.084081083248183308e-01 3.128290955938879958e-01
-8.496240601503759482e-01 -4.550425060034364866e-01 3.093906352419403816e-01 8.918977262254440541e-01 9.519042459562897518e-01 4.550425060034365976e-01 -4.550425060034364866e-01 3.434725663458184641e-01 9.253317638202143147e-01 9.158701379793114938e-01 3.275359735466506494e-01
-8.446115288220551465e-01 -4.690080291791314804e-01 2.943782045476752707e-01 8.846659086610658695e-01 9.566109373280905492e-01 4.690080291791319800e-01 -4.690080291791314804e-01 3.283186631895870788e-01 9.184864584711450730e-01 9.219608906925575997e-01 3.420845029959759809e-01
-8.395989974937343447e-01 -4.828572508729607748e-01 2.792927759103300267e-01 8.772147175471275427e-01 9.610804147021382304e-01 4.828572508729604418e-01 -4.828572508729607748e-01 3.137209752348534830e-01 9.126560072934282175e-01 9.286449873051990656e-01 3.568892116332317288e-01
-8.345864661654135430e-01 -4.965867368473306787e-01 2.641380901138496995e-01 8.695460005802885251e-01 9.653115697672538520e-01 4.965867368473304011e-01 -4.965867368473306787e-01 2.986207617759731314e-01 9.054158299533956455e-01 9.346909035712074321e-01 3.710675138636841397e-01
-8.295739348370927413e-01 -5.101930825559122251e-01 2.489179051161056755e-01 8.616616593978155825e-01 9.693033533098347476e-01 5.101930825559126692e-01 -5.101930825559122251e-01 2.836136609899861383e-01 8.989218875760611738e-01 9.405770663216173055e-01 3.857517079423670725e-01
-8.245614035087719396e-01 -5.236729139878779637e-01 2.336359951170261517e-01 8.535636491060308861e-01 9.730547754740308530e-01 5.236729139878780748e-01 -5.236729139878779637e-01 2.685605701785965804e-01 8.914155425083506445e-01 9.464869137852490732e-01 3.997741478244857261e-01
-8.195488721804511378e-01 -5.370228885045660316e-01 2.182961496226905052e-01 8.452539777954978240e-01 9.765649060072030263e-01 5.370228885045661427e-01 -5.370228885045660316e-01 2.532096955518777781e-01 8.841648801044375006e-01 9.516682353559335894e-01 4.141111680577618248e-01
-8.145363408521303361e-01 -5.502396956683667240e-01 2.029021725056385783e-01 8.367347060430656569e-01 9.798328744906018573e-01 5.502396956683668350e-01 -5.502396956683667240e-01 2.381601788540761711e-01 8.764483366552258126e-01 9.572587385991901954e-01 4.281570835295239186e-01
-8.095238095238095344e-01 -5.633200580636222865e-01 1.874578810616067681e-01 8.280079464009030277e-01 9.828578705552062367e-01 5.633200580636219534e-01 -5.633200580636222865e-01 2.225614470347397067e-01 8.684329032895544698e-01 9.618853405693464920e-01 4.420041275742531695e-01
-8.045112781954887327e-01 -5.762607321093368151e-01 1.719671050629447417e-01 8.190758628726413360e-01 9.856391440826747230e-01 5.762607321093372592e-01 -5.762607321093368151e-01 2.074521318054054486e-01 8.604846235341530036e-01 9.669480871587518012e-01 4.561437472531977289e-01
