0.0 0.25252525252525254 0.5050505050505051 0.7474747474747475 1.0
-1.224646799147353207e-16 7.189502622007946098e-01 9.989676831688512060e-01 6.781819133833776325e-01 -6.995592137961643975e-02
-7.863730349406638370e-03 7.134644283044196955e-01 9.993405755306488114e-01 6.839843320362438694e-01 -6.215206906020964012e-02
-1.572697441193214932e-02 7.082868650592807347e-01 9.992435524433939120e-01 6.891870032547554592e-01 -5.375764395886995645e-02
-2.358924593076857507e-02 7.026854196129995733e-01 9.995367674511913547e-01 6.949621645195611652e-01 -4.601309790064514460e-02
-3.145005870924829500e-02 6.974182917389956105e-01 9.993209954763334624e-01 7.000868641581629026e-01 -3.762233396584721556e-02
-3.930892664090968741e-02 6.917070236555278306e-01 9.995258598261668181e-01 7.058207983827485821e-01 -2.992250181803768685e-02
-4.716536373956161515e-02 6.863501801184221929e-01 9.991944495081312994e-01 7.108710304471370645e-01 -2.154357621299184816e-02
-5.501888416933192749e-02 6.805346139085570734e-01 9.993030526639682387e-01 7.165509989253641132e-01 -1.387567354026970380e-02
-6.286900227471300950e-02 6.750879818845701985e-01 9.988589750173600956e-01 7.215299702477793176e-01 -5.516267554055638220e-03
-7.071523261059560472e-02 6.691733784237076099e-01 9.988641617273068540e-01 7.271444476016593050e-01 2.130716862516059389e-03
-7.855708997228576240e-02 6.636369792477905261e-01 9.983102018874722150e-01 7.320549852272550950e-01 1.046354076995087770e-02
-8.639408942551118908e-02 6.576283376332699993e-01 9.982055605592999870e-01 7.375936332328655309e-01 1.809889464711233673e-02
-9.422574633640888597e-02 6.520023002534922618e-01 9.975442808423311547e-01 7.424381216491537927e-01 2.639878154594715517e-02
-1.020515764014943982e-01 6.459043607154308919e-01 9.973241279950851856e-01 7.478917550884750520e-01 3.403013260898418019e-02
-1.098710956776104142e-01 6.401889328004033430e-01 9.965578396227572355e-01 7.526720914519929861e-01 4.229149318556391784e-02
-1.176838206118551444e-01 6.340061806213218576e-01 9.962172006711151884e-01 7.580326366723466602e-01 4.992488506195794096e-02
-1.254892680714822240e-01 6.282017374670870735e-01 9.953479434257539449e-01 7.627502022225113310e-01 5.814292663661153882e-02
-1.332869553737790203e-01 6.219384078591942977e-01 9.948825300861318111e-01 7.680106491615860120e-01 6.578290557721491738e-02
-1.410764003159148683e-01 6.160454592410680164e-01 9.939120591732173438e-01 7.726662950574826327e-01 7.395363948569294577e-02
-1.488571212047602177e-01 6.097055431246015678e-01 9.933182438059718899e-01 7.778206435469675606e-01 8.160335026445242335e-02
-1.566286368866735834e-01 6.037247382380350746e-01 9.922480232182881998e-01 7.824146894178658496e-01 8.972357889941796893e-02
