x U
-1.000000000000000000e+00 -2.031281546764280022e-01
-7.777777777777777901e-01 1.668638166929693745e-01
-5.555555555555555802e-01 5.639146270245624093e-01
-3.333333333333333703e-01 6.974800309184319147e-01
-1.111111111111111605e-01 9.591230687776474140e-01
1.111111111111111605e-01 4.300440022172941634e-01
3.333333333333332593e-01 4.168032868569112454e-02
5.555555555555553582e-01 -5.956252639498571533e-01
7.777777777777776791e-01 -1.179604752678399704e+00
1.000000000000000000e+00 -8.807477030120099970e-01
