crank-nicholson-M20-N100 crank-nicholson-M20-N200 crank-nicholson-M20-N300 crank-nicholson-M30-N100 crank-nicholson-M30-N200 crank-nicholson-M30-N300 crank-nicholson-M100-N100 crank-nicholson-M100-N200 crank-nicholson-M100-N300 crank-nicholson-M200-N100 crank-nicholson-M200-N200 crank-nicholson-M200-N300 crank-nicholson-M400-N100 crank-nicholson-M400-N200 crank-nicholson-M400-N300 crank-nicholson-M800-N100 crank-nicholson-M800-N200 crank-nicholson-M800-N300
6.330772337063991229e-01 6.300690898630891823e-01 6.497403296878559997e-01 6.485778902832138870e-01 6.307246968389309538e-01 6.504570912635849744e-01 6.322050477839510352e-01 6.297800994854864109e-01 6.287641511612126477e-01 6.305900705685756336e-01 6.291148658906116076e-01 6.292627118762628147e-01 6.300139901847339186e-01 6.292807707311711685e-01 6.295546272325954762e-01 6.297743845217872449e-01 6.294086006170747094e-01 6.295785351201041991e-01
6.319870609167959064e-01 6.621596518560536326e-01 6.761549280021388331e-01 6.376680727233678958e-01 6.428916243347121418e-01 6.305250810783266102e-01 6.303965974478259460e-01 6.274724709411875212e-01 6.341926999729585734e-01 6.293822922900249583e-01 6.282956406889552703e-01 6.307104367826383839e-01 6.294003806499676168e-01 6.289497070256354627e-01 6.299484020852740285e-01 6.294671940460323523e-01 6.292550370706087026e-01 6.297342803475878270e-01
6.570777217572664197e-01 6.662245253507457221e-01 6.473714055744336227e-01 6.305706272732976014e-01 6.468435036957874695e-01 6.237437847971426530e-01 6.276600831578673656e-01 6.301685782668061675e-01 6.304483228841847309e-01 6.284323324356546614e-01 6.309264527087254937e-01 6.289931504074638413e-01 6.289851565638615583e-01 6.302623349705781530e-01 6.290984397362794356e-01 6.292671305877974852e-01 6.299062610794743389e-01 6.293066340120661017e-01
6.803954436602690503e-01 6.541649965207851913e-01 6.291233620315183073e-01 6.253776948208323860e-01 6.267741908218286140e-01 6.399241244648873339e-01 6.282244856755982987e-01 6.325878489039381547e-01 6.270383346217818232e-01 6.295781826219721822e-01 6.315119672879436763e-01 6.291098884358893306e-01 6.296696501732258477e-01 6.304826474732134756e-01 6.293539188990479039e-01 6.296232378047437184e-01 6.300051221925817568e-01 6.294498910721718632e-01
6.494782406021686327e-01 6.305015869866036349e-01 6.434928222168416756e-01 6.434511186955187423e-01 6.288754476224049927e-01 6.535114545247552309e-01 6.346765625236151509e-01 6.295958600560797036e-01 6.295466025817402222e-01 6.322587471397778103e-01 6.285257805439886658e-01 6.318221070096986525e-01 6.308696124488971657e-01 6.290131874912883170e-01 6.308472846348780472e-01 6.302038934604143883e-01 6.292806404230599782e-01 6.302024663687397776e-01
6.364524133738223011e-01 6.403490423149832411e-01 6.616770867855907845e-01 6.542423197152670289e-01 6.527284411579626910e-01 6.333069434267055708e-01 6.315165378184987022e-01 6.282920981973105778e-01 6.340779637760437515e-01 6.296615543922001734e-01 6.290785497341111476e-01 6.305542937938719561e-01 6.295122443698266679e-01 6.293414428754146028e-01 6.300264539284137211e-01 6.295199369314693483e-01 6.294501908769135623e-01 6.297817032225790923e-01
6.379129778708779730e-01 6.671463152708877464e-01 6.808455749136335111e-01 6.349296092507534794e-01 6.434760068647839004e-01 6.266692287134593142e-01 6.288336085168271250e-01 6.309519183106454543e-01 6.299885886186452622e-01 6.289753176542843827e-01 6.321302053420522205e-01 6.284141627988956147e-01 6.292522049812065976e-01 6.309798259888338423e-01 6.290325205922150387e-01 6.294001410366005800e-01 6.302757313035791675e-01 6.293027027800169870e-01
6.486767186948105834e-01 6.754741455713688669e-01 6.406553542936606060e-01 6.312515745572209180e-01 6.323997275139591201e-01 6.442639124608597889e-01 6.284477061666047248e-01 6.342131768494784216e-01 6.290278368468201764e-01 6.292903675149663645e-01 6.302495341018977681e-01 6.294650510470799487e-01 6.294754952865886377e-01 6.297876421340761199e-01 6.296615250933663699e-01 6.295200210915470329e-01 6.296571141264108995e-01 6.296346069164807657e-01
6.852265221011447638e-01 6.466472277348568332e-01 6.336925009916318796e-01 6.310627220231403989e-01 6.319515380585382092e-01 6.565608462468808249e-01 6.325373409459820184e-01 6.303712421875835581e-01 6.337840806924009973e-01 6.320566452143141500e-01 6.288184394217695150e-01 6.322623501816102554e-01 6.308989733166071590e-01 6.290940278280418019e-01 6.306401308690962049e-01 6.302350457324765731e-01 6.293135200414248231e-01 6.300652867380034383e-01
6.651688774268050830e-01 6.339075993908971363e-01 6.508173090875184474e-01 6.540949379286125076e-01 6.460682049172912222e-01 6.362966860409612346e-01 6.361404886547947779e-01 6.283690556669792038e-01 6.323819945042837842e-01 6.315922189997937863e-01 6.306264479436246573e-01 6.303079342456522349e-01 6.303954249201655369e-01 6.302813357317386123e-01 6.295750285861763107e-01 6.299507341857319975e-01 6.299358074428503818e-01 6.295209833801163057e-01
6.365298786254273145e-01 6.481246091324054381e-01 6.725157910632898473e-01 6.542151782505706281e-01 6.573452407640798523e-01 6.295329891025095437e-01 6.289980524054690214e-01 6.333368255594244989e-01 6.279379433048750681e-01 6.288122092266205110e-01 6.321473486001542019e-01 6.293110386876031859e-01 6.291532573242555326e-01 6.309569958039483728e-01 6.294629906898947524e-01 6.293488304906986741e-01 6.302651097551923431e-01 6.295053623011059862e-01
6.405849264860917769e-01 6.718934640985817497e-01 6.765160540083668961e-01 6.326797754148870689e-01 6.317311733311645749e-01 6.464696394213887976e-01 6.293703209178579394e-01 6.353829475590283549e-01 6.302872413174279709e-01 6.298602350548394568e-01 6.301050488204387179e-01 6.316461919383774548e-01 6.297746432253595872e-01 6.295901994819169678e-01 6.310098973459795646e-01 6.296713439793674150e-01 6.295452368040612701e-01 6.303207793559559846e-01
6.474328190386482440e-01 6.761383649141119445e-01 6.350385490391153853e-01 6.328719768116728428e-01 6.320157591255644025e-01 6.569321646440328122e-01 6.315073467506741034e-01 6.286777133811587426e-01 6.371460044407669665e-01 6.312345825214777939e-01 6.293888047064755131e-01 6.316355390545904669e-01 6.304728865067369403e-01 6.295061651658221402e-01 6.306807282574345974e-01 6.300208803719612449e-01 6.295317612968724941e-01 6.301235557471307480e-01
6.753196883388525862e-01 6.418927183576028650e-01 6.393821343255178258e-01 6.406655156177526456e-01 6.543725975133961592e-01 6.380121880198442730e-01 6.367995674176947229e-01 6.295757299747573033e-01 6.327414655496362839e-01 6.330097321671382948e-01 6.309824785350630627e-01 6.289935722644435234e-01 6.311960740911369827e-01 6.305965938114068692e-01 6.292471348466578407e-01 6.303609828075892318e-01 6.301163629163775148e-01 6.294028996314210422e-01
6.799059324062936005e-01 6.365374268689898418e-01 6.567579037324955404e-01 6.596403478325236769e-01 6.517660148434581968e-01 6.313586986583847871e-01 6.325151821819867681e-01 6.380143668971187676e-01 6.290123054488192533e-01 6.297035114001969802e-01 6.322360674339814191e-01 6.297523092438521708e-01 6.295049961374343805e-01 6.306389172825364042e-01 6.296824661889673935e-01 6.295136352452069817e-01 6.300659771591951008e-01 6.296310211230501386e-01
6.417919887357134145e-01 6.506500941853559095e-01 6.683508349939025761e-01 6.515935048421296338e-01 6.398418029043346777e-01 6.542613800494246901e-01 6.284079118725912627e-01 6.334265025794421078e-01 6.374909419455360160e-01 6.292155035127691143e-01 6.303286105546019868e-01 6.322900125099267798e-01 6.294496441239108009e-01 6.297237595033520208e-01 6.308915462583550848e-01 6.295092026842050714e-01 6.296103535488316583e-01 6.302282823628634345e-01
6.353554785072189626e-01 6.840851518766954964e-01 6.559643848957419365e-01 6.304228524781116949e-01 6.314724586433801967e-01 6.634605712410284184e-01 6.325138034675718002e-01 6.284708171799866516e-01 6.344968192076847480e-01 6.320518547887917782e-01 6.295927842920499007e-01 6.299528120276858267e-01 6.309133878310061450e-01 6.297899727429727701e-01 6.294765849230690158e-01 6.302447952037558698e-01 6.296998484142506403e-01 6.294909743190350015e-01
6.489683247278570377e-01 6.606198571091185245e-01 6.317610404960991577e-01 6.372825493429512544e-01 6.480951922799509379e-01 6.356415674073138122e-01 6.357426215504019540e-01 6.333513108951528414e-01 6.285531295295972987e-01 6.326429254583531003e-01 6.322474096015849865e-01 6.299507196067662962e-01 6.310495568639100661e-01 6.309914755826653288e-01 6.296605304232010258e-01 6.302926454541177836e-01 6.302840681422839930e-01 6.295962403390117368e-01
6.655785088316935605e-01 6.447261403017003900e-01 6.503121826337375788e-01 6.514400968737787956e-01 6.670942289486340160e-01 6.314866692262822712e-01 6.355030079494197182e-01 6.375431882052193799e-01 6.311250792489562222e-01 6.313334327659521072e-01 6.330673493409947339e-01 6.335690213197346932e-01 6.302937121001089826e-01 6.309500818257470778e-01 6.315610723789122360e-01 6.299038114918018572e-01 6.302011783849899018e-01 6.305364388290597422e-01
6.796312322835525999e-01 6.316849636680164082e-01 6.767312638239626477e-01 6.593863578079365295e-01 6.373622818327177031e-01 6.576154902449762307e-01 6.297654269131969240e-01 6.309735058250018902e-01 6.377430113160266201e-01 6.291999636753505820e-01 6.296013029632940849e-01 6.326591627663108452e-01 6.293626576144725204e-01 6.296246204517667033e-01 6.310033677265541874e-01 6.294559248917295236e-01 6.295943010332200052e-01 6.302459485686447982e-01
6.539518496709765261e-01 6.636744406894176107e-01 6.627262678714868072e-01 6.473974208443779021e-01 6.330196848975628843e-01 6.639671079681739307e-01 6.302767918865841423e-01 6.302214726133016365e-01 6.333370052562993235e-01 6.311758550814388080e-01 6.299604371462409480e-01 6.294113734673256744e-01 6.305572022498479035e-01 6.299406940552960688e-01 6.296438067451124443e-01 6.300783731136270216e-01 6.297758966457216445e-01 6.296173415721906252e-01
6.298066320476580771e-01 6.715760238660474224e-01 6.458790962679257230e-01 6.289453064737883237e-01 6.497795714188855376e-01 6.357451447801091282e-01 6.378260803518819300e-01 6.357696227121285570e-01 6.306462350658204041e-01 6.341011621380303609e-01 6.341734052351850615e-01 6.304540410452164068e-01 6.317886461973483136e-01 6.316964094246982908e-01 6.304053957300488342e-01 6.306622871064755387e-01 6.305958454512350375e-01 6.300409751193274399e-01
6.431564778859690801e-01 6.650080455158606796e-01 6.298624645967404456e-01 6.453740244025398809e-01 6.588455522546816656e-01 6.324730577103822027e-01 6.358662035140589808e-01 6.364465362702719231e-01 6.359228792267496155e-01 6.315119718595073595e-01 6.319355686854386533e-01 6.334530036370826789e-01 6.303858912440217788e-01 6.305757040346375852e-01 6.313093276715382451e-01 6.299503661278279543e-01 6.300384903924663993e-01 6.304216721967546011e-01
6.629662791838697444e-01 6.295392728923443482e-01 6.604094830699570595e-01 6.583933394052425836e-01 6.495700412617918529e-01 6.578329606990616085e-01 6.320549155174863820e-01 6.318508747027774541e-01 6.362600865936557382e-01 6.301476977190951789e-01 6.292653363883541351e-01 6.312305354890680453e-01 6.298042445455102056e-01 6.294343675877417388e-01 6.298726789221343880e-01 6.296725929161525181e-01 6.295018680971470326e-01 6.296657520193137403e-01
6.685401055700967987e-01 6.423657430858115136e-01 6.723829971259162042e-01 6.559146925235298520e-01 6.307348517113074982e-01 6.617206390080405676e-01 6.299569670837145141e-01 6.312754446148732823e-01 6.299001753995533415e-01 6.302224552988818784e-01 6.322531747432955651e-01 6.301006007139346998e-01 6.299931031394697678e-01 6.309882422378040312e-01 6.297634424768737693e-01 6.297861292438142744e-01 6.302773642118728592e-01 6.296488700175336684e-01
6.625918558759762433e-01 6.535364167166707317e-01 6.549988701317599471e-01 6.412767422254398442e-01 6.444165753215309600e-01 6.352424343494531556e-01 6.351054496878235645e-01 6.357813397684215495e-01 6.313054619675955159e-01 6.340762091267780898e-01 6.347991734948290610e-01 6.334160631420797660e-01 6.319748955737027885e-01 6.321850355004166033e-01 6.318732106567095386e-01 6.307802357441802954e-01 6.308533200349065728e-01 6.307278504396682806e-01
6.303578076960483223e-01 6.795951464459164537e-01 6.354103161599614635e-01 6.301484580696470328e-01 6.682296534357675677e-01 6.332979935933829019e-01 6.401929081199617677e-01 6.369447188140333616e-01 6.395433522232373269e-01 6.332874804212398345e-01 6.303659536625452198e-01 6.338232680974463795e-01 6.311729043436816733e-01 6.298569292881178727e-01 6.317317738630338075e-01 6.303305873150102379e-01 6.296971724890987332e-01 6.306171231927711895e-01
6.310971842029149403e-01 6.433586912606641395e-01 6.300720455285646615e-01 6.537407305166196281e-01 6.441240704052916266e-01 6.577375386181802952e-01 6.320085309189641398e-01 6.312212892451457558e-01 6.363429869155036167e-01 6.299418113987341750e-01 6.299910557074059891e-01 6.298852335480236153e-01 6.296950551893772952e-01 6.297701986530251927e-01 6.297578599718360870e-01 6.296176515507083682e-01 6.296649233160224179e-01 6.296654489834242474e-01
6.589648735464428420e-01 6.338298120683943937e-01 6.663770875197514432e-01 6.611832069289862446e-01 6.356110791296670781e-01 6.603953193100996488e-01 6.313594281819110421e-01 6.315009383710123991e-01 6.305671432846116087e-01 6.308127680002466597e-01 6.337946651693103783e-01 6.301814114191328642e-01 6.302656023203521141e-01 6.319946970675517361e-01 6.301096549571203465e-01 6.299192698796457490e-01 6.308002893789177445e-01 6.298850274757082923e-01
6.611221448549752244e-01 6.310614086716145321e-01 6.628665570409596475e-01 6.488166224876714683e-01 6.425238465558787970e-01 6.360568689724467317e-01 6.327046784843780580e-01 6.396619112148579367e-01 6.340869451633209808e-01 6.323815448922739391e-01 6.330301199526551237e-01 6.339121365882935955e-01 6.311278660953456576e-01 6.311746035011893685e-01 6.315647463457411126e-01 6.303586545856935119e-01 6.303496638211693037e-01 6.305575707889864434e-01
6.584519659070358077e-01 6.684394716549937332e-01 6.456405918289563894e-01 6.362164194548650675e-01 6.580678175341738712e-01 6.349662961668137706e-01 6.403815286106271376e-01 6.364877226979306357e-01 6.380271240047685755e-01 6.350878261829109306e-01 6.302655037544463434e-01 6.326897004803920810e-01 6.322056776912257092e-01 6.296490601854185520e-01 6.305224793746456724e-01 6.308606615060050604e-01 6.295760244685728590e-01 6.299689858747276050e-01
6.349159697764963362e-01 6.565998372206069966e-01 6.268921264829574458e-01 6.339813356238498399e-01 6.550810834215569090e-01 6.578441048979291050e-01 6.357380247187748301e-01 6.295690278959354957e-01 6.319146964149466861e-01 6.306415861105708620e-01 6.314188960459864441e-01 6.305169110056317860e-01 6.299142203214951330e-01 6.307222320163121676e-01 6.299735229631709954e-01 6.297118261483243273e-01 6.301600971433547471e-01 6.297408072921732991e-01
6.230728880666780434e-01 6.419342450210864248e-01 6.323211760919643654e-01 6.591585816045785196e-01 6.308930796683702713e-01 6.594340928437455451e-01 6.300778855304652870e-01 6.342392727401389152e-01 6.312206919990899223e-01 6.301145085584272110e-01 6.339140108010380414e-01 6.328720112148075172e-01 6.299366258425022069e-01 6.320970746928850081e-01 6.317096299945541560e-01 6.297582496338943736e-01 6.308646842044686176e-01 6.306604224928724634e-01
6.446394568643625256e-01 6.232532928864036315e-01 6.658848035605188231e-01 6.601386597367769893e-01 6.412412664635689374e-01 6.369057340941418621e-01 6.335733636924998358e-01 6.411361964058718277e-01 6.394363320876547130e-01 6.327953986001972897e-01 6.324733966355062798e-01 6.340743043303638249e-01 6.313197830215667716e-01 6.305938170166747181e-01 6.319698659115334793e-01 6.304523835932343001e-01 6.300283223074593097e-01 6.307672016735670351e-01
6.596473889865518414e-01 6.384909166424613813e-01 6.507624687621199611e-01 6.391718605287625143e-01 6.628238057097824987e-01 6.354880610014381759e-01 6.371699569855124867e-01 6.323588042785706076e-01 6.387566714027679282e-01 6.339942824561948242e-01 6.304818161283454181e-01 6.302676413695685875e-01 6.317738994765287330e-01 6.299599370913302465e-01 6.298826985175861592e-01 6.306598686626203598e-01 6.297472316528334169e-01 6.297317748262043491e-01
6.494529899361003444e-01 6.521051593708574456e-01 6.354134677021625599e-01 6.345877430420377996e-01 6.466563660182573781e-01 6.550093151715896678e-01 6.392713151549640482e-01 6.304786703089679811e-01 6.307481137176121910e-01 6.326964233406141558e-01 6.314476461808077312e-01 6.300490787671679804e-01 6.308880745438595339e-01 6.310151435774614681e-01 6.299614691567292368e-01 6.301903235923060898e-01 6.303518356443981174e-01 6.298008606623879402e-01
6.351929064961174820e-01 6.572256386559297558e-01 6.211033000072565535e-01 6.383980942481277676e-01 6.359261523116922499e-01 6.560545023643796769e-01 6.311360504342633515e-01 6.389014197991362831e-01 6.320710116905329246e-01 6.296087536258438977e-01 6.340381011323555915e-01 6.343656428273988235e-01 6.295686842124843530e-01 6.315969091993995921e-01 6.317972520541195180e-01 6.295602123794821203e-01 6.305535893371629896e-01 6.306577049350584607e-01
6.213133834313987469e-01 6.261454909174807293e-01 6.356190533767336337e-01 6.617473044470061350e-01 6.355966839482786179e-01 6.361884871923714213e-01 6.311884434488412854e-01 6.383212344161997009e-01 6.384468479437959143e-01 6.320328868753875007e-01 6.323819027272209459e-01 6.341934013445649221e-01 6.310555788146041678e-01 6.305036053066724877e-01 6.311086712082150108e-01 6.303365368294077120e-01 6.299698748678815852e-01 6.302269565038063348e-01
6.276677665250722793e-01 6.227844276055004569e-01 6.588072957232629090e-01 6.534569901655611357e-01 6.556883390865321237e-01 6.339981352438810447e-01 6.380524909694277325e-01 6.311583732146793801e-01 6.346071185554202909e-01 6.345713704697431012e-01 6.301434540553518815e-01 6.305491295312957156e-01 6.320458360731260328e-01 6.300812478872748201e-01 6.299724838539251248e-01 6.307928615017615037e-01 6.298478771417923561e-01 6.297400316461493341e-01
6.535050380585403218e-01 6.331630834256553042e-01 6.388837214245985940e-01 6.313271599916662202e-01 6.566783839456229455e-01 6.498910846118968188e-01 6.380660367564181534e-01 6.326927260051798951e-01 6.315740858956411241e-01 6.327072717527140178e-01 6.324975464007713821e-01 6.315900021418465737e-01 6.309622278872040191e-01 6.312938692881191471e-01 6.312893182953051019e-01 6.302353846750190502e-01 6.304621841835746920e-01 6.304979013771260243e-01
