x U
-1.000000000000000000e+00 -6.143009487324897766e-02
-9.966611018363940033e-01 -5.098064978174705192e-02
-9.933222036727880067e-01 -4.035630590234996762e-02
-9.899833055091820100e-01 -2.990562763542868596e-02
-9.866444073455760133e-01 -1.927384127370823305e-02
-9.833055091819699056e-01 -8.826076065906721460e-03
-9.799666110183639089e-01 1.808322569413904927e-03
-9.766277128547579123e-01 1.224901854629015067e-02
-9.732888146911519156e-01 2.288120118413167203e-02
-9.699499165275459189e-01 3.331066358869242544e-02
-9.666110183639399223e-01 4.393580639556086270e-02
-9.632721202003339256e-01 5.434986449998892299e-02
-9.599332220367279289e-01 6.496315055641818659e-02
-9.565943238731218212e-01 7.535762904419208985e-02
-9.532554257095158246e-01 8.595425079690026393e-02
-9.499165275459098279e-01 9.632497157413288935e-02
-9.465776293823038312e-01 1.069001332630976908e-01
-9.432387312186978345e-01 1.172429172825429494e-01
-9.398998330550918379e-01 1.277918373422454734e-01
-9.365609348914858412e-01 1.381025064389767021e-01
-9.332220367278798445e-01 1.486204198730818327e-01
-9.298831385642738478e-01 1.588947986108418253e-01
-9.265442404006677402e-01 1.693769593396012019e-01
-9.232053422370617435e-01 1.796108768668097655e-01
-9.198664440734557468e-01 1.900525600464932907e-01
-9.165275459098497501e-01 2.002418519608679115e-01
-9.131886477462437535e-01 2.106383562745700877e-01
-9.098497495826377568e-01 2.207788664953031776e-01
-9.065108514190317601e-01 2.311255164144667973e-01
-9.031719532554256524e-01 2.412130990608966907e-01
-8.998330550918196558e-01 2.515052470769438275e-01
-8.964941569282136591e-01 2.615357683526265964e-01
-8.931552587646076624e-01 2.717687971780899381e-01
-8.898163606010016657e-01 2.817381372591822863e-01
-8.864774624373956691e-01 2.919074619977589102e-01
-8.831385642737896724e-01 3.018115169246010088e-01
-8.797996661101836757e-01 3.119125872095674379e-01
-8.764607679465776791e-01 3.217472707803509802e-01
-8.731218697829716824e-01 3.317755728808121640e-01
-8.697829716193655747e-01 3.415368185461981620e-01
-8.664440734557595780e-01 3.514878774406454687e-01
-8.631051752921535813e-01 3.611716401982043023e-01
-8.597662771285475847e-01 3.710410216148901652e-01
-8.564273789649415880e-01 3.806432799022221869e-01
-8.530884808013355913e-01 3.904265923258760096e-01
-8.497495826377294836e-01 3.999433499112579615e-01
-8.464106844741234870e-01 4.096362465556826482e-01
-8.430717863105174903e-01 4.190635344250990268e-01
-8.397328881469114936e-01 4.286617151712129314e-01
-8.363939899833054969e-01 4.379955934106111171e-01
-8.330550918196995003e-01 4.474948067095195769e-01
-8.297161936560935036e-01 4.567313663811319313e-01
-8.263772954924875069e-01 4.661274111218293714e-01
-8.230383973288815103e-01 4.752627761334073941e-01
-8.196994991652755136e-01 4.845515034747243655e-01
-8.163606010016694059e-01 4.935818324405268909e-01
-8.130217028380634092e-01 5.027591476069633858e-01
-8.096828046744574126e-01 5.116806356993416349e-01
-8.063439065108514159e-01 5.207424997404425104e-01
-8.030050083472454192e-01 5.295513805308751376e-01
-7.996661101836394225e-01 5.384938120438177434e-01
-7.963272120200333148e-01 5.471863593322379149e-01
-7.929883138564273182e-01 5.560054361473233397e-01
-7.896494156928213215e-01 5.645779657785985339e-01
-7.863105175292153248e-01 5.732698266073572579e-01
-7.829716193656093282e-01 5.817186982737827528e-01
-7.796327212020033315e-01 5.902795443194116531e-01
-7.762938230383973348e-01 5.986011633480822214e-01
-7.729549248747913381e-01 6.070272598779586914e-01
-7.696160267111853415e-01 6.152180790018979550e-01
-7.662771285475793448e-01 6.235057568819227791e-01
-7.629382303839733481e-01 6.315622779938542264e-01
-7.595993322203672404e-01 6.397079351844023876e-01
-7.562604340567612438e-01 6.476267110720553832e-01
-7.529215358931552471e-01 6.556268140853122040e-01
-7.495826377295492504e-01 6.634044501471697552e-01
-7.462437395659432537e-01 6.712555354656657425e-01
-7.429048414023371461e-01 6.788886914060714428e-01
-7.395659432387311494e-01 6.865873668622247683e-01
-7.362270450751251527e-01 6.940727583647743337e-01
-7.328881469115191560e-01 7.016157044812777466e-01
-7.295492487479131594e-01 7.089501048594496480e-01
-7.262103505843071627e-01 7.163340761503482756e-01
-7.228714524207011660e-01 7.235143179743211972e-01
-7.195325542570951693e-01 7.307361442066394597e-01
-7.161936560934891727e-01 7.377591209052721810e-01
-7.128547579298831760e-01 7.448157083210665830e-01
-7.095158597662771793e-01 7.516783757580374203e-01
-7.061769616026711827e-01 7.585667082567616459e-01
-7.028380634390650750e-01 7.652660862798640329e-01
-6.994991652754590783e-01 7.719832265609517519e-01
-6.961602671118530816e-01 7.785164005235732931e-01
-6.928213689482470850e-01 7.850594911891510819e-01
-6.894824707846409773e-01 7.914236134429860625e-01
-6.861435726210349806e-01 7.977898780606418327e-01
-6.828046744574289839e-01 8.039821694186900514e-01
-6.794657762938229872e-01 8.101689135442388112e-01
-6.761268781302169906e-01 8.161866647131845731e-01
-6.727879799666109939e-01 8.221912768733835586e-01
-6.694490818030049972e-01 8.280318498544472217e-01
-6.661101836393990006e-01 8.338518024896255376e-01
-6.627712854757930039e-01 8.395126319470189724e-01
-6.594323873121870072e-01 8.451454823135957639e-01
-6.560934891485810105e-01 8.506240769097269672e-01
-6.527545909849750139e-01 8.560674679426094613e-01
-6.494156928213690172e-01 8.613614116392060982e-01
-6.460767946577629095e-01 8.666130727740636308e-01
-6.427378964941569128e-01 8.717200260984073745e-01
-6.393989983305509162e-01 8.767777740538371667e-01
-6.360601001669449195e-01 8.816954753293274605e-01
-6.327212020033388118e-01 8.865572148489254678e-01
-6.293823038397328151e-01 8.912834813892107633e-01
-6.260434056761268184e-01 8.959472059435895641e-01
-6.227045075125208218e-01 9.004799352095336218e-01
-6.193656093489148251e-01 9.049437276583272016e-01
-6.160267111853088284e-01 9.092808983771026865e-01
-6.126878130217028318e-01 9.135429315910066350e-01
-6.093489148580968351e-01 9.176826048366295563e-01
-6.060100166944908384e-01 9.217411422795480647e-01
-6.026711185308848417e-01 9.256814625142035791e-01
-5.993322203672788451e-01 9.295348587855715161e-01
-5.959933222036728484e-01 9.332740548610909403e-01
-5.926544240400667407e-01 9.369207561984629340e-01
-5.893155258764607440e-01 9.404571423173510025e-01
-5.859766277128547474e-01 9.438956870593413484e-01
-5.826377295492487507e-01 9.472276636947827289e-01
-5.792988313856426430e-01 9.504566827044718114e-01
-5.759599332220366463e-01 9.535827374787618771e-01
-5.726210350584306497e-01 9.566009545276691339e-01
-5.692821368948246530e-01 9.595196630485558487e-01
-5.659432387312186563e-01 9.623258951613106182e-01
-5.626043405676126596e-01 9.650359218157440466e-01
-5.592654424040066630e-01 9.676290795755834173e-01
-5.559265442404006663e-01 9.701291782804187802e-01
-5.525876460767946696e-01 9.725082660956518854e-01
-5.492487479131886730e-01 9.747972810048638470e-01
-5.459098497495826763e-01 9.769613973364530413e-01
-5.425709515859766796e-01 9.790382635044575510e-01
-5.392320534223706829e-01 9.809866010548731197e-01
-5.358931552587645752e-01 9.828503450555790000e-01
-5.325542570951585786e-01 9.845821909190998200e-01
-5.292153589315525819e-01 9.862319314203351617e-01
-5.258764607679465852e-01 9.877466671949639565e-01
-5.225375626043404775e-01 9.891816154879636835e-01
-5.191986644407344809e-01 9.904787173491429453e-01
-5.158597662771284842e-01 9.916981778328023411e-01
-5.125208681135224875e-01 9.927772165691265416e-01
-5.091819699499164908e-01 9.937805871887607223e-01
-5.058430717863104942e-01 9.946412281998811000e-01
