x U E refE
-1.000000000000000000e+00 3.720075976020836120e-44 1.133665005160951736e-15 -1.000000000000000000e+00
-9.285714285714286031e-01 -1.148402904228261719e-16 2.999395673712635186e-15 -1.000000000000000000e+00
-8.571428571428572063e-01 -2.296805808456523438e-16 4.941531193313819512e-15 -1.000000000000000000e+00
-7.857142857142856984e-01 -3.445208712669336549e-16 6.895814523007407860e-15 -1.000000000000000000e+00
-7.142857142857143016e-01 -4.593610921699432934e-16 8.846482677929993133e-15 -1.000000000000000000e+00
-6.428571428571429047e-01 -5.730739540655465705e-16 3.849605099372267825e-14 -1.000000000000000000e+00
-5.714285714285713969e-01 5.902024750115328643e-15 9.648258907518134827e-11 -1.000000000000000000e+00
-5.000000000000000000e-01 1.388713998293103772e-11 6.875528766313513756e-08 -1.000000000000000000e+00
-4.285714285714286031e-01 1.054781586073210555e-08 1.719902634373255681e-05 -1.000000000000000000e+00
-3.571428571428572063e-01 2.887550361159463195e-06 1.482708016982544827e-03 -1.000000000000000000e+00
-2.857142857142858094e-01 2.849304888754187418e-04 4.235821308779615102e-02 -1.000000000000000000e+00
-2.142857142857143016e-01 1.013422738148446467e-02 3.622146311057196089e-01 -1.000000000000000000e+00
-1.428571428571429047e-01 1.299226083050578906e-01 5.907792841495358438e-01 -1.000000000000000000e+00
-7.142857142857150787e-02 6.003730411984022908e-01 1.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 9.999999999999985567e-01 9.999999999999966693e-01 -1.000000000000000000e+00
7.142857142857139685e-02 6.003730411984034010e-01 5.907792841495372871e-01 -1.000000000000000000e+00
1.428571428571427937e-01 1.299226083050584735e-01 3.622146311057229395e-01 -1.000000000000000000e+00
2.142857142857141906e-01 1.013422738148466937e-02 4.235821308779856575e-02 -1.000000000000000000e+00
2.857142857142855874e-01 2.849304888755655970e-04 1.482708016984676368e-03 -1.000000000000000000e+00
3.571428571428569843e-01 2.887550361288353234e-06 1.719902634562018668e-05 -1.000000000000000000e+00
4.285714285714283811e-01 1.054781597525950314e-08 6.875528932638990421e-08 -1.000000000000000000e+00
5.000000000000000000e-01 1.388724019422539542e-11 9.648403002741515576e-11 -1.000000000000000000e+00
5.714285714285713969e-01 5.987920145279557765e-15 3.964578018004997538e-14 -1.000000000000000000e+00
6.428571428571427937e-01 -5.014944580953544849e-16 7.742724417105691931e-15 -1.000000000000000000e+00
7.142857142857141906e-01 -4.020974953937896249e-16 6.036187712100304683e-15 -1.000000000000000000e+00
7.857142857142855874e-01 -3.015731736848184528e-16 4.325523848092252140e-15 -1.000000000000000000e+00
8.571428571428569843e-01 -2.010487824575758054e-16 2.625493396473446400e-15 -1.000000000000000000e+00
9.285714285714283811e-01 -1.005243912287880629e-16 9.923432279872950393e-16 -1.000000000000000000e+00
1.000000000000000000e+00 3.720075976020836120e-44 0.000000000000000000e+00 -1.000000000000000000e+00
