x U E refE
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
7.142857142857142461e-02 5.102040816326502450e-03 9.999999999999743538e-01 -1.000000000000000000e+00
1.428571428571428492e-01 2.040816326530606531e-02 9.999999999999462652e-01 -1.000000000000000000e+00
2.142857142857142738e-01 4.591836734693868771e-02 9.999999999999205080e-01 -1.000000000000000000e+00
2.857142857142856984e-01 8.163265306122437226e-02 9.999999999998974154e-01 -1.000000000000000000e+00
3.571428571428570953e-01 1.275510204081631016e-01 9.999999999998527844e-01 -1.000000000000000000e+00
4.285714285714285476e-01 1.836734693877548896e-01 9.999999999998164801e-01 -1.000000000000000000e+00
5.000000000000000000e-01 2.499999999999997780e-01 9.999999999997700728e-01 -1.000000000000000000e+00
5.714285714285713969e-01 3.265306122448976556e-01 9.999999999997014610e-01 -1.000000000000000000e+00
6.428571428571427937e-01 4.132653061224485502e-01 9.999999999996463940e-01 -1.000000000000000000e+00
7.142857142857141906e-01 5.102040816326525174e-01 9.999999999996280753e-01 -1.000000000000000000e+00
7.857142857142856984e-01 6.173469387755098348e-01 9.999999999997497557e-01 -1.000000000000000000e+00
8.571428571428570953e-01 7.346938775510201136e-01 9.999999999998024913e-01 -1.000000000000000000e+00
9.285714285714284921e-01 8.622448979591833540e-01 9.999999999999205080e-01 -1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
