x U E refE
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -1.000000000000000000e+00
3.571428571428571230e-02 1.082832851318457773e-01 1.243029618554726268e-01 -1.000000000000000000e+00
7.142857142857142461e-02 1.719928579003685010e-01 6.746668523352024327e-02 -1.000000000000000000e+00
1.071428571428571369e-01 2.254302704128599566e-01 4.689312364789576665e-02 -1.000000000000000000e+00
1.428571428571428492e-01 2.731280423584678818e-01 3.643796171886898999e-02 -1.000000000000000000e+00
1.785714285714285476e-01 3.169668911934783728e-01 3.011231370371472357e-02 -1.000000000000000000e+00
2.142857142857142738e-01 3.579571888201571461e-01 2.583979686095747019e-02 -1.000000000000000000e+00
2.500000000000000000e-01 3.967209022091597315e-01 2.272248792226041689e-02 -1.000000000000000000e+00
2.857142857142856984e-01 4.336752238080560651e-01 2.031322932167013706e-02 -1.000000000000000000e+00
3.214285714285713969e-01 4.691171528510867939e-01 1.836617173744719070e-02 -1.000000000000000000e+00
3.571428571428570953e-01 5.032676001907282481e-01 1.673581373463184710e-02 -1.000000000000000000e+00
3.928571428571428492e-01 5.362965145127197575e-01 1.533098056174997045e-02 -1.000000000000000000e+00
4.285714285714285476e-01 5.683381833887096724e-01 1.409187009971888359e-02 -1.000000000000000000e+00
4.642857142857142461e-01 5.995010504122618711e-01 1.297776423309745381e-02 -1.000000000000000000e+00
5.000000000000000000e-01 6.298742844255078577e-01 1.196006237616887603e-02 -1.000000000000000000e+00
5.357142857142856984e-01 6.595323303895779254e-01 1.101814085948039229e-02 -1.000000000000000000e+00
5.714285714285713969e-01 6.885381550312691390e-01 1.013679229821326522e-02 -1.000000000000000000e+00
6.071428571428570953e-01 7.169456196301424722e-01 9.304588020319300851e-03 -1.000000000000000000e+00
6.428571428571427937e-01 7.448012521028604116e-01 8.512800811311102556e-03 -1.000000000000000000e+00
6.785714285714284921e-01 7.721455952982312354e-01 7.754679818549410110e-03 -1.000000000000000000e+00
7.142857142857141906e-01 7.990142497598941018e-01 7.024954537129556031e-03 -1.000000000000000000e+00
7.500000000000000000e-01 8.254386919626908181e-01 6.319493962151652433e-03 -1.000000000000000000e+00
7.857142857142856984e-01 8.514469247248932504e-01 5.635077463294935890e-03 -1.000000000000000000e+00
8.214285714285713969e-01 8.770640002580843975e-01 4.969255730212450081e-03 -1.000000000000000000e+00
8.571428571428570953e-01 9.023124452303590282e-01 4.320301300113954003e-03 -1.000000000000000000e+00
8.928571428571427937e-01 9.272126095044255223e-01 3.687280469643557362e-03 -1.000000000000000000e+00
9.285714285714284921e-01 9.517829547507937749e-01 3.070350768204354631e-03 -1.000000000000000000e+00
9.642857142857141906e-01 9.760402952084674677e-01 2.471594475635023689e-03 -1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
