x U E refE
-1.000000000000000000e+00 0.000000000000000000e+00 3.832555669193949589e-14 -1.000000000000000000e+00
-8.571428571428572063e-01 2.381436766297935497e-14 1.013998918649792580e-13 -1.000000000000000000e+00
-7.142857142857143016e-01 4.762873532595872888e-14 1.670572285751034210e-13 -1.000000000000000000e+00
-5.714285714285713969e-01 7.144310298893809963e-14 2.331252601985498602e-13 -1.000000000000000000e+00
-4.285714285714286031e-01 9.525747065191744514e-14 2.993321667321626060e-13 -1.000000000000000000e+00
-2.857142857142858094e-01 1.190718383148967907e-13 2.087995379674732650e-09 -1.000000000000000000e+00
-1.428571428571429047e-01 1.370542754116564979e-09 1.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000166311e+00 9.999999999999990008e-01 -1.000000000000000000e+00
1.428571428571427937e-01 1.370542541923826733e-09 2.087994894390383122e-09 -1.000000000000000000e+00
2.857142857142855874e-01 1.188950109966743129e-13 2.988876442905001329e-13 -1.000000000000000000e+00
4.285714285714283811e-01 9.511600879733945792e-14 2.327790581481389390e-13 -1.000000000000000000e+00
5.714285714285713969e-01 7.133700659800457766e-14 1.668091406801260360e-13 -1.000000000000000000e+00
7.142857142857141906e-01 4.755800439866973527e-14 1.012493082240421603e-13 -1.000000000000000000e+00
8.571428571428569843e-01 2.377900219933488341e-14 3.826864142544895799e-14 -1.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00
