x U E
-1.000000000000000000e+00 0.000000000000000000e+00 2.450586954034255580e-16
-7.142857142857143016e-01 1.580864820685886735e-16 6.483643646513915697e-16
-4.285714285714286031e-01 3.161729641371772976e-16 2.067469045220702418e-09
-1.428571428571429047e-01 -1.370399393646998908e-09 1.000000000000000000e+00
1.428571428571427937e-01 -1.370399532989820045e-09 2.067469333207378153e-09
4.285714285714283811e-01 2.232777795573148338e-16 4.578675981310118317e-16
7.142857142857141906e-01 1.116388897786574169e-16 1.730576854355884997e-16
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
