x U E refE
-1.000000000000000000e+00 3.720075976020836120e-44 2.512434976921813447e-15 -1.000000000000000000e+00
-8.571428571428572063e-01 2.410707487806808751e-16 6.647278740962150415e-15 -1.000000000000000000e+00
-7.142857142857143016e-01 4.821415670827236375e-16 6.970445907884426909e-14 -1.000000000000000000e+00
-5.714285714285713969e-01 7.314278738994324257e-15 9.067636436890650691e-08 -1.000000000000000000e+00
-4.285714285714286031e-01 1.054781774373743893e-08 2.220793359627215146e-03 -1.000000000000000000e+00
-2.857142857142858094e-01 2.849304888777723821e-04 7.669561876628823160e-01 -1.000000000000000000e+00
-1.428571428571429047e-01 1.299226083050606384e-01 1.000000000000000000e+00 -1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000002665e+00 9.999999999999998890e-01 -1.000000000000000000e+00
1.428571428571427937e-01 1.299226083050611380e-01 7.669561876628850916e-01 -1.000000000000000000e+00
2.857142857142855874e-01 2.849304888778899096e-04 2.220793359628924716e-03 -1.000000000000000000e+00
4.285714285714283811e-01 1.054781783476567426e-08 9.067636568100208653e-08 -1.000000000000000000e+00
5.714285714285713969e-01 7.382549757809726976e-15 7.067822531353047515e-14 -1.000000000000000000e+00
7.142857142857141906e-01 5.276555796263210130e-16 7.274779800109679560e-15 -1.000000000000000000e+00
8.571428571428569843e-01 2.638277550524798094e-16 2.749608084055245659e-15 -1.000000000000000000e+00
1.000000000000000000e+00 3.720075976020836120e-44 0.000000000000000000e+00 -1.000000000000000000e+00
