M err
8.000000000000000000e+00 1.317849730058891049e-02
1.600000000000000000e+01 4.616068968909926330e-03
3.200000000000000000e+01 1.914836379470613841e-03
6.400000000000000000e+01 8.515008984182818701e-04
1.280000000000000000e+02 3.803303131819060399e-04
2.560000000000000000e+02 1.592653693928740776e-04
5.120000000000000000e+02 5.256529083552803990e-05
1.024000000000000000e+03 1.011696301666149924e-05
