M err
8.000000000000000000e+00 5.865541164148342368e-01
1.600000000000000000e+01 5.866966774984343491e-01
3.200000000000000000e+01 5.875407440619666577e-01
6.400000000000000000e+01 5.887584878717726511e-01
1.280000000000000000e+02 5.935862220708818526e-01
2.560000000000000000e+02 6.302587926537619456e-01
5.120000000000000000e+02 6.328616814423703163e-01
1.024000000000000000e+03 7.795217255213019447e-01
