M err
8.000000000000000000e+00 8.776743288071715506e+04
1.600000000000000000e+01 3.225378330948857866e+34
3.200000000000000000e+01 6.416893055035273463e-02
6.400000000000000000e+01 2.998578069886426514e-02
1.280000000000000000e+02 1.373678021232856671e-02
2.560000000000000000e+02 5.812025469948462267e-03
5.120000000000000000e+02 1.898285227506981343e-03
1.024000000000000000e+03 4.658370199014636885e-05
