M err
8.000000000000000000e+00 8.119309990771057112e-03
1.600000000000000000e+01 8.035635871089628554e-03
3.200000000000000000e+01 7.563969863764303386e-03
6.400000000000000000e+01 6.808719620062513023e-03
1.280000000000000000e+02 3.415980580748035050e-03
2.560000000000000000e+02 2.205516707590195885e-02
5.120000000000000000e+02 2.383987536003826652e-02
1.024000000000000000e+03 1.255911988162482507e-01
