M err
8.000000000000000000e+00 6.321192328146002064e-06
1.600000000000000000e+01 1.290766671344367284e-06
3.200000000000000000e+01 2.961004127678441250e-07
6.400000000000000000e+01 7.409545155076313393e-08
1.280000000000000000e+02 1.900048772046813065e-08
2.560000000000000000e+02 7.305983435317844288e-09
5.120000000000000000e+02 6.035145074530694396e-09
1.024000000000000000e+03 5.930045426755634601e-09
