M err
8.000000000000000000e+00 7.487837061673806438e-06
1.600000000000000000e+01 1.493338882147076655e-06
3.200000000000000000e+01 3.399125118386239556e-07
6.400000000000000000e+01 8.117551277268320264e-08
1.280000000000000000e+02 2.012752516392668409e-08
2.560000000000000000e+02 6.449251755377705037e-09
5.120000000000000000e+02 4.568482945673448387e-09
1.024000000000000000e+03 4.480465336229395468e-09
