M err
8.000000000000000000e+00 8.427920417202177106e-01
1.600000000000000000e+01 6.393456043527304677e-01
3.200000000000000000e+01 5.987332367670142874e-01
6.400000000000000000e+01 5.894570518558940320e-01
1.280000000000000000e+02 5.872301737571598013e-01
2.560000000000000000e+02 5.866840542286462235e-01
5.120000000000000000e+02 5.865487962687883083e-01
1.024000000000000000e+03 5.865151375631773023e-01
