M err
8.000000000000000000e+00 7.780782668396394821e-06
1.600000000000000000e+01 1.553686571659508892e-06
3.200000000000000000e+01 3.626318756881866724e-07
6.400000000000000000e+01 1.101159575807570174e-07
1.280000000000000000e+02 7.732320138716128830e-08
2.560000000000000000e+02 7.459410224209621625e-08
5.120000000000000000e+02 7.518328798088780479e-08
1.024000000000000000e+03 7.514528803130608764e-08
