9.900990099009901110e-03 9.900990099009901110e-03 1.918418081955632418e-02
1.980198019801980222e-02 9.900990099009901110e-03 9.017488224857858614e-02
2.970297029702970160e-02 9.900990099009901110e-03 2.660049050282089489e-01
3.960396039603960444e-02 9.900990099009901110e-03 6.324318452584243300e-01
4.950495049504950729e-02 9.900990099009901110e-03 1.309051386806247441e+00
5.940594059405940319e-02 9.900990099009901110e-03 2.448309531246136928e+00
6.930693069306931298e-02 9.900990099009901110e-03 4.233752101538980739e+00
7.920792079207920888e-02 9.900990099009901110e-03 6.877525027912515299e+00
8.910891089108910479e-02 9.900990099009901110e-03 1.061715367315799341e+01
9.900990099009901457e-02 9.900990099009901110e-03 1.571164396000071051e+01
1.089108910891089105e-01 9.900990099009901110e-03 2.243696204233620861e+01
1.188118811881188064e-01 9.900990099009901110e-03 3.108096243728518004e+01
1.287128712871287162e-01 9.900990099009901110e-03 4.193784663942891200e+01
1.386138613861386260e-01 9.900990099009901110e-03 5.530224502177653534e+01
1.485148514851485080e-01 9.900990099009901110e-03 7.146302406100076610e+01
1.584158415841584178e-01 9.900990099009901110e-03 9.069692840459933336e+01
1.683168316831683275e-01 9.900990099009901110e-03 1.132621728529211538e+02
1.782178217821782096e-01 9.900990099009901110e-03 1.393921028219924381e+02
1.881188118811881194e-01 9.900990099009901110e-03 1.692890431840529573e+02
1.980198019801980291e-01 9.900990099009901110e-03 2.031184544921207760e+02
2.079207920792079112e-01 9.900990099009901110e-03 2.410035124651483329e+02
2.178217821782178210e-01 9.900990099009901110e-03 2.830202212665887487e+02
2.277227722772277307e-01 9.900990099009901110e-03 3.291931636195913597e+02
2.376237623762376128e-01 9.900990099009901110e-03 3.794919812767787448e+02
2.475247524752475226e-01 9.900990099009901110e-03 4.338286679522981899e+02
2.574257425742574323e-01 9.900990099009901110e-03 4.920557437173270614e+02
2.673267326732673421e-01 9.900990099009901110e-03 5.539653652808885909e+02
2.772277227722772519e-01 9.900990099009901110e-03 6.192894107800605070e+02
2.871287128712871062e-01 9.900990099009901110e-03 6.877005609679166582e+02
2.970297029702970160e-01 9.900990099009901110e-03 7.588143813154093777e+02
3.069306930693069257e-01 9.900990099009901110e-03 8.321923918517710490e+02
3.168316831683168355e-01 9.900990099009901110e-03 9.073460938832150759e+02
3.267326732673267453e-01 9.900990099009901110e-03 9.837419053811175900e+02
3.366336633663366551e-01 9.900990099009901110e-03 1.060806940144653709e+03
3.465346534653465649e-01 9.900990099009901110e-03 1.137935550135629228e+03
3.564356435643564192e-01 9.900990099009901110e-03 1.214496535955666559e+03
3.663366336633663289e-01 9.900990099009901110e-03 1.289840917567109045e+03
3.762376237623762387e-01 9.900990099009901110e-03 1.363310146300448650e+03
3.861386138613861485e-01 9.900990099009901110e-03 1.434244630162257408e+03
3.960396039603960583e-01 9.900990099009901110e-03 1.501992437640742992e+03
4.059405940594059681e-01 9.900990099009901110e-03 1.565918040743062875e+03
4.158415841584158223e-01 9.900990099009901110e-03 1.625410955987654233e+03
4.257425742574257321e-01 9.900990099009901110e-03 1.679894142568474308e+03
4.356435643564356419e-01 9.900990099009901110e-03 1.728832019911869338e+03
4.455445544554455517e-01 9.900990099009901110e-03 1.771737972318895345e+03
4.554455445544554615e-01 9.900990099009901110e-03 1.808181216237985836e+03
4.653465346534653713e-01 9.900990099009901110e-03 1.837792915811094645e+03
4.752475247524752255e-01 9.900990099009901110e-03 1.860271444504661531e+03
4.851485148514851353e-01 9.900990099009901110e-03 1.875386704658836607e+03
4.950495049504950451e-01 9.900990099009901110e-03 1.882983432413278251e+03
5.049504950495049549e-01 9.900990099009901110e-03 1.882983432413278251e+03
5.148514851485148647e-01 9.900990099009901110e-03 1.875386704658836607e+03
5.247524752475247745e-01 9.900990099009901110e-03 1.860271444504661758e+03
5.346534653465346842e-01 9.900990099009901110e-03 1.837792915811094417e+03
5.445544554455445940e-01 9.900990099009901110e-03 1.808181216237985836e+03
