x U u
4.749498997995991734e-01 -1.692697980790945356e-01 -1.692711368207694966e-01
4.769539078156312395e-01 -1.699968050020205790e-01 -1.699981472199216526e-01
4.789579158316633056e-01 -1.707258704727554199e-01 -1.707272161143770783e-01
4.809619238476953718e-01 -1.714569934247533456e-01 -1.714583424374978571e-01
4.829659318637274379e-01 -1.721901721603006086e-01 -1.721915244914862808e-01
4.849699398797595040e-01 -1.729254043495084825e-01 -1.729267599463781280e-01
4.869739478957915702e-01 -1.736626870294068481e-01 -1.736640458391360275e-01
4.889779559118235808e-01 -1.744020166031378105e-01 -1.744033785728432706e-01
4.909819639278556469e-01 -1.751433888392499583e-01 -1.751447539159980971e-01
4.929859719438877130e-01 -1.758867988710932917e-01 -1.758881670019084575e-01
4.949899799599197792e-01 -1.766322411963147931e-01 -1.766336123281876946e-01
4.969939879759518453e-01 -1.773797096764548609e-01 -1.773810837563509213e-01
4.989979959919839114e-01 -1.781291975366443847e-01 -1.781305745115122907e-01
5.010020040080159776e-01 -1.788806973654030186e-01 -1.788820771821829636e-01
5.030060120240480437e-01 -1.796342011145380668e-01 -1.796355837201702998e-01
5.050100200400801098e-01 -1.803897000991446786e-01 -1.803910854405778030e-01
5.070140280561121759e-01 -1.811471849977066284e-01 -1.811485730219061230e-01
5.090180360721442421e-01 -1.819066458522982932e-01 -1.819080365062548110e-01
5.110220440881763082e-01 -1.826680720688873549e-01 -1.826694652996252999e-01
5.130260521042083743e-01 -1.834314524177385608e-01 -1.834328481723242477e-01
5.150300601202404405e-01 -1.841967750339180143e-01 -1.841981732594681898e-01
5.170340681362725066e-01 -1.849640274178982746e-01 -1.849654280615886104e-01
5.190380761523045727e-01 -1.857331964362642918e-01 -1.857345994453375171e-01
5.210420841683366389e-01 -1.865042683225194009e-01 -1.865056736442938790e-01
5.230460921843687050e-01 -1.872772286779921247e-01 -1.872786362598700960e-01
5.250501002004007711e-01 -1.880520624728428958e-01 -1.880534722623188604e-01
5.270541082164328373e-01 -1.888287540471710046e-01 -1.888301659918399933e-01
5.290581162324649034e-01 -1.896072871122213843e-01 -1.896087011597873406e-01
5.310621242484969695e-01 -1.903876447516911208e-01 -1.903890608499751447e-01
5.330661322645290356e-01 -1.911698094231354672e-01 -1.911712275200840860e-01
5.350701402805611018e-01 -1.919537629594731121e-01 -1.919551830031665796e-01
5.370741482965931679e-01 -1.927394865705903959e-01 -1.927409085092508523e-01
5.390781563126252340e-01 -1.935269608450445045e-01 -1.935283846270442476e-01
5.410821643286573002e-01 -1.943161657518649998e-01 -1.943175913257346177e-01
5.430861723446893663e-01 -1.951070806424536064e-01 -1.951085079568902203e-01
5.450901803607214324e-01 -1.958996842525820292e-01 -1.959011132564573154e-01
5.470941883767534986e-01 -1.966939547044871950e-01 -1.966953853468555724e-01
5.490981963927855647e-01 -1.974898695090639700e-01 -1.974913017391706216e-01
5.511022044088176308e-01 -1.982874055681545233e-01 -1.982888393354435286e-01
5.531062124248496970e-01 -1.990865391769346127e-01 -1.990879744310569133e-01
5.551102204408817631e-01 -1.998872460263957929e-01 -1.998886827172171032e-01
5.571142284569138292e-01 -2.006895012059234928e-01 -2.006909392835323769e-01
5.591182364729458953e-01 -2.014932792059704048e-01 -2.014947186206861030e-01
5.611222444889779615e-01 -2.022985539208250194e-01 -2.022999946232053592e-01
5.631262525050100276e-01 -2.031052986514744474e-01 -2.031067405923236702e-01
5.651302605210419827e-01 -2.039134861085614425e-01 -2.039149292389380308e-01
5.671342685370740488e-01 -2.047230884154351283e-01 -2.047245326866595216e-01
5.691382765531061150e-01 -2.055340771112945109e-01 -2.055355224749568777e-01
5.711422845691381811e-01 -2.063464231544248628e-01 -2.063478695623926773e-01
5.731462925851702472e-01 -2.071600969255261715e-01 -2.071615443299519854e-01
5.751503006012023134e-01 -2.079750682311331811e-01 -2.079765165844620345e-01
5.771543086172343795e-01 -2.087913063071262787e-01 -2.087927555621034159e-01
5.791583166332664456e-01 -2.096087798223331133e-01 -2.096102299320113937e-01
5.811623246492985118e-01 -2.104274568822199210e-01 -2.104289077999672297e-01
5.831663326653305779e-01 -2.112473050326723334e-01 -2.112487567121790477e-01
5.851703406813626440e-01 -2.120682912638647277e-01 -2.120697436591510165e-01
5.871743486973947102e-01 -2.128903820142178382e-01 -2.128918350796409342e-01
5.891783567134267763e-01 -2.137135431744437153e-01 -2.137149968647052423e-01
5.911823647294588424e-01 -2.145377400916776978e-01 -2.145391943618307207e-01
5.931863727454909085e-01 -2.153629375736963170e-01 -2.153643923791525028e-01
5.951903807615229747e-01 -2.161890998932209373e-01 -2.161905551897577438e-01
5.971943887775550408e-01 -2.170161907923061073e-01 -2.170176465360736107e-01
5.991983967935871069e-01 -2.178441734868120649e-01 -2.178456296343400933e-01
6.012024048096191731e-01 -2.186730106709607602e-01 -2.186744671791656380e-01
6.032064128256512392e-01 -2.195026645219743944e-01 -2.195041213481658815e-01
6.052104208416833053e-01 -2.203330967047961164e-01 -2.203345538066840692e-01
6.072144288577153715e-01 -2.211642683768918483e-01 -2.211657257125930198e-01
6.092184368737474376e-01 -2.219961401931324629e-01 -2.219975977211771645e-01
6.112224448897795037e-01 -2.228286723107560097e-01 -2.228301299900945498e-01
6.132264529058115698e-01 -2.236618243944083484e-01 -2.236632821844176111e-01
6.152304609218436360e-01 -2.244955556212621661e-01 -2.244970134817521057e-01
6.172344689378757021e-01 -2.253298246862134036e-01 -2.253312825774333450e-01
6.192384769539077682e-01 -2.261645898071537042e-01 -2.261660476897986993e-01
6.212424849699398344e-01 -2.269998087303190804e-01 -2.270012665655360973e-01
6.232464929859719005e-01 -2.278354387357126865e-01 -2.278368964851067435e-01
6.252505010020039666e-01 -2.286714366426021439e-01 -2.286728942682425547e-01
6.272545090180360328e-01 -2.295077588150896131e-01 -2.295092162795157598e-01
6.292585170340680989e-01 -2.303443611677538083e-01 -2.303458184339812753e-01
6.312625250501001650e-01 -2.311811991713638437e-01 -2.311826562028901910e-01
6.332665330661322312e-01 -2.320182278586629121e-01 -2.320196846194734486e-01
6.352705410821642973e-01 -2.328554018302216311e-01 -2.328568582847952151e-01
6.372745490981963634e-01 -2.336926752603600554e-01 -2.336941313736745907e-01
6.392785571142284295e-01 -2.345300019031369698e-01 -2.345314576406750950e-01
6.412825651302604957e-01 -2.353673350984059331e-01 -2.353687904261604624e-01
6.432865731462925618e-01 -2.362046277779371595e-01 -2.362060826624163834e-01
6.452905811623246279e-01 -2.370418324716038749e-01 -2.370432868798369730e-01
6.472945891783566941e-01 -2.378789013136324293e-01 -2.378803552131746601e-01
6.492985971943887602e-01 -2.387157860489152461e-01 -2.387172394078530269e-01
6.513026052104208263e-01 -2.395524380393854180e-01 -2.395538908263415423e-01
6.533066132264528925e-01 -2.403888082704520035e-01 -2.403902604545904709e-01
6.553106212424849586e-01 -2.412248473574951091e-01 -2.412262989085260378e-01
6.573146292585170247e-01 -2.420605055524195359e-01 -2.420619564406039925e-01
6.593186372745490909e-01 -2.428957327502660191e-01 -2.428971829464208476e-01
6.613226452905811570e-01 -2.437304784958793380e-01 -2.437319279713815179e-01
6.633266533066132231e-01 -2.445646919906315220e-01 -2.445661407174229696e-01
6.653306613226452892e-01 -2.453983220991998448e-01 -2.453997700497916878e-01
6.673346693386772444e-01 -2.462313173563979440e-01 -2.462327645038749346e-01
6.693386773547093105e-01 -2.470636259740596197e-01 -2.470650722920845199e-01
6.713426853707413766e-01 -2.478951958479733431e-01 -2.478966413107909217e-01
6.733466933867734427e-01 -2.487259745648672526e-01 -2.487274191473083929e-01
6.753507014028055089e-01 -2.495559094094429720e-01 -2.495573530869287793e-01
6.773547094188375750e-01 -2.503849473714574447e-01 -2.503863901200030218e-01
6.793587174348696411e-01 -2.512130351528513161e-01 -2.512144769490696206e-01
6.813627254509017073e-01 -2.520401191749231384e-01 -2.520415599960286746e-01
6.833667334669337734e-01 -2.528661455855480411e-01 -2.528675854093606068e-01
6.853707414829658395e-01 -2.536910602664397274e-01 -2.536924990713877448e-01
6.873747494989979057e-01 -2.545148088404546871e-01 -2.545162466055786443e-01
6.893787575150299718e-01 -2.553373366789373211e-01 -2.553387733838931584e-01
6.913827655310620379e-01 -2.561585889091050894e-01 -2.561600245341673077e-01
6.933867735470941041e-01 -2.569785104214723503e-01 -2.569799449475373976e-01
6.953907815631261702e-01 -2.577970458773116702e-01 -2.577984792859007168e-01
6.973947895791582363e-01 -2.586141397161515476e-01 -2.586155719894134841e-01
6.993987975951903024e-01 -2.594297361633092214e-01 -2.594311672840236005e-01
7.014028056112223686e-01 -2.602437792374575065e-01 -2.602452091890370411e-01
7.034068136272544347e-01 -2.610562127582242709e-01 -2.610576415247177207e-01
7.054108216432865008e-01 -2.618669803538236640e-01 -2.618684079199182224e-01
7.074148296593185670e-01 -2.626760254687175444e-01 -2.626774518197412811e-01
7.094188376753506331e-01 -2.634832913713059943e-01 -2.634847164932302421e-01
7.114228456913826992e-01 -2.642887211616460896e-01 -2.642901450410876096e-01
7.134268537074147654e-01 -2.650922577791968160e-01 -2.650936804034198513e-01
7.154308617234468315e-01 -2.658938440105899081e-01 -2.658952653675083488e-01
7.174348697394788976e-01 -2.666934224974247258e-01 -2.666948425756039409e-01
7.194388777555109638e-01 -2.674909357440860558e-01 -2.674923545327447250e-01
7.214428857715430299e-01 -2.682863261255838405e-01 -2.682877436145957306e-01
7.234468937875750960e-01 -2.690795358954134464e-01 -2.690809520753087991e-01
7.254509018036071621e-01 -2.698705071934348609e-01 -2.698719220554021136e-01
7.274549098196392283e-01 -2.706591820537702642e-01 -2.706605955896573823e-01
7.294589178356712944e-01 -2.714455024127181981e-01 -2.714469146150340073e-01
7.314629258517033605e-01 -2.722294101166832792e-01 -2.722308209785985755e-01
7.334669338677354267e-01 -2.730108469301203433e-01 -2.730122564454688927e-01
7.354709418837674928e-01 -2.737897545434909707e-01 -2.737911627067708964e-01
