x U u
7.374749498997995589e-01 -2.745660745812327774e-01 -2.745674813876067821e-01
7.394789579158316251e-01 -2.753397486097379776e-01 -2.753411540550346759e-01
7.414829659318636912e-01 -2.761107181453421600e-01 -2.761121222260564667e-01
7.434869739478957573e-01 -2.768789246623204470e-01 -2.768803273756141881e-01
7.454909819639278235e-01 -2.776443096008903710e-01 -2.776457109445927829e-01
7.474949899799598896e-01 -2.784068143752204683e-01 -2.784082143478284754e-01
7.494989979959919557e-01 -2.791663803814424805e-01 -2.791677789821209732e-01
7.515030060120240218e-01 -2.799229490056669989e-01 -2.799243462342489441e-01
7.535070140280560880e-01 -2.806764616320001626e-01 -2.806778574889866595e-01
7.555110220440881541e-01 -2.814268596505611897e-01 -2.814282541371212476e-01
7.575150300601202202e-01 -2.821740844654983538e-01 -2.821754775834690587e-01
7.595190380761522864e-01 -2.829180775030034067e-01 -2.829194692548892553e-01
7.615230460921843525e-01 -2.836587802193218932e-01 -2.836601706082945151e-01
7.635270541082164186e-01 -2.843961341087592465e-01 -2.843975231386570157e-01
7.655310621242484848e-01 -2.851300807116802782e-01 -2.851314683870075362e-01
7.675350701402805509e-01 -2.858605616225018964e-01 -2.858619479484283410e-01
7.695390781563125060e-01 -2.865875184976768297e-01 -2.865889034800367385e-01
7.715430861723445721e-01 -2.873108930636680269e-01 -2.873122767089592022e-01
7.735470941883766383e-01 -2.880306271249113426e-01 -2.880320094402941122e-01
7.755511022044087044e-01 -2.887466625717661772e-01 -2.887480435650623956e-01
7.775551102204407705e-01 -2.894589413884526841e-01 -2.894603210681442884e-01
7.795591182364728366e-01 -2.901674056609737096e-01 -2.901687840362014992e-01
7.815631262525049028e-01 -2.908719975850208583e-01 -2.908733746655829400e-01
7.835671342685369689e-01 -2.915726594738629052e-01 -2.915740352702133054e-01
7.855711422845690350e-01 -2.922693337662159996e-01 -2.922707082894629993e-01
7.875751503006011012e-01 -2.929619630340936642e-01 -2.929633362959978005e-01
7.895791583166331673e-01 -2.936504899906355326e-01 -2.936518620036080440e-01
7.915831663326652334e-01 -2.943348574979141596e-01 -2.943362282750146552e-01
7.935871743486972996e-01 -2.950150085747176854e-01 -2.950163781296525900e-01
7.955911823647293657e-01 -2.956908864043081842e-01 -2.956922547514281296e-01
7.975951903807614318e-01 -2.963624343421536467e-01 -2.963638014964511957e-01
7.995991983967934980e-01 -2.970295959236324834e-01 -2.970309619007400759e-01
8.016032064128255641e-01 -2.976923148717099399e-01 -2.976936796878970615e-01
8.036072144288576302e-01 -2.983505351045843690e-01 -2.983518987767552200e-01
8.056112224448896963e-01 -2.990042007433029170e-01 -2.990055632889936366e-01
8.076152304609217625e-01 -2.996532561193446242e-01 -2.996546175567205150e-01
8.096192384769538286e-01 -3.002976457821706080e-01 -3.002990061300232494e-01
8.116232464929858947e-01 -3.009373145067393840e-01 -3.009386737844836901e-01
8.136272545090179609e-01 -3.015722073009864945e-01 -3.015735655286576611e-01
8.156312625250500270e-01 -3.022022694132673326e-01 -3.022036266115175063e-01
8.176352705410820931e-01 -3.028274463397616079e-01 -3.028288025298567776e-01
8.196392785571141593e-01 -3.034476838318387881e-01 -3.034490390356553435e-01
8.216432865731462254e-01 -3.040629279033828514e-01 -3.040642821434041410e-01
8.236472945891782915e-01 -3.046731248380756263e-01 -3.046744781373883493e-01
8.256513026052103577e-01 -3.052782211966371673e-01 -3.052795735789277654e-01
8.276553106212424238e-01 -3.058781638240223311e-01 -3.058795153135731582e-01
8.296593186372744899e-01 -3.064728998565722229e-01 -3.064742504782577703e-01
8.316633266533065560e-01 -3.070623767291194017e-01 -3.070637265084023571e-01
8.336673346693386222e-01 -3.076465421820460677e-01 -3.076478911449732068e-01
8.356713426853706883e-01 -3.082253442682932332e-01 -3.082266924414913678e-01
8.376753507014027544e-01 -3.087987313603210993e-01 -3.088000787709928030e-01
8.396793587174348206e-01 -3.093666521570178074e-01 -3.093679988329370301e-01
8.416833667334668867e-01 -3.099290556905574534e-01 -3.099304016600654132e-01
8.436873747494989528e-01 -3.104858913332045889e-01 -3.104872366252048876e-01
8.456913827655310190e-01 -3.110371088040650434e-01 -3.110384534480192809e-01
8.476953907815630851e-01 -3.115826581757815128e-01 -3.115840022017046795e-01
8.496993987975951512e-01 -3.121224898811736370e-01 -3.121238333196293402e-01
8.517034068136272174e-01 -3.126565547198205119e-01 -3.126578976019159239e-01
8.537074148296592835e-01 -3.131848038645849153e-01 -3.131861462219661107e-01
8.557114228456913496e-01 -3.137071888680790788e-01 -3.137085307329257611e-01
8.577154308617234157e-01 -3.142236616690693429e-01 -3.142250030740899591e-01
8.597194388777554819e-01 -3.147341745988203043e-01 -3.147355155772467716e-01
8.617234468937875480e-01 -3.152386803873762910e-01 -3.152400209729587788e-01
8.637274549098196141e-01 -3.157371321697799993e-01 -3.157384723967814333e-01
8.657314629258516803e-01 -3.162294834922264597e-01 -3.162308233954171932e-01
8.677354709418837464e-01 -3.167156883181522220e-01 -3.167170279328045401e-01
8.697394789579158125e-01 -3.171957010342580929e-01 -3.171970403961406615e-01
8.717434869739478787e-01 -3.176694764564650941e-01 -3.176708156018371310e-01
8.737474949899798338e-01 -3.181369698358019193e-01 -3.181383088014076432e-01
8.757515030060118999e-01 -3.185981368642238909e-01 -3.185994756872865263e-01
8.777555110220439660e-01 -3.190529336803616944e-01 -3.190542723985777540e-01
8.797595190380760322e-01 -3.195013168751993926e-01 -3.195026555267325152e-01
8.817635270541080983e-01 -3.199432434976807182e-01 -3.199445821211556185e-01
8.837675350701401644e-01 -3.203786710602427590e-01 -3.203800096947392317e-01
8.857715430861722306e-01 -3.208075575442760341e-01 -3.208088962293226265e-01
8.877755511022042967e-01 -3.212298614055105195e-01 -3.212312001810784245e-01
8.897795591182363628e-01 -3.216455415793261219e-01 -3.216468804858228503e-01
8.917835671342684289e-01 -3.220545574859875471e-01 -3.220558965642502103e-01
8.937875751503004951e-01 -3.224568690358016743e-01 -3.224582083270908228e-01
8.957915831663325612e-01 -3.228524366341977703e-01 -3.228537761801906214e-01
8.977955911823646273e-01 -3.232412211867289886e-01 -3.232425610295130980e-01
8.997995991983966935e-01 -3.236231841039945434e-01 -3.236245242860609217e-01
9.018036072144287596e-01 -3.239982873064819469e-01 -3.239996278707183985e-01
9.038076152304608257e-01 -3.243664932293283121e-01 -3.243678342190126074e-01
9.058116232464928919e-01 -3.247277648270000538e-01 -3.247291062857931010e-01
9.078156312625249580e-01 -3.250820655778902668e-01 -3.250834075498291731e-01
9.098196392785570241e-01 -3.254293594888330587e-01 -3.254307020183241361e-01
9.118236472945890903e-01 -3.257696110995340621e-01 -3.257709542313458884e-01
9.138276553106211564e-01 -3.261027854869167353e-01 -3.261041292661728264e-01
9.158316633266532225e-01 -3.264288482693827875e-01 -3.264301927415546034e-01
9.178356713426852886e-01 -3.267477656109875062e-01 -3.267491108218873452e-01
9.198396793587173548e-01 -3.270595042255283191e-01 -3.270608502213018798e-01
9.218436873747494209e-01 -3.273640313805460944e-01 -3.273653782076650920e-01
9.238476953907814870e-01 -3.276613149012385651e-01 -3.276626626064935155e-01
9.258517034068135532e-01 -3.279513231742856028e-01 -3.279526718047784950e-01
9.278557114228456193e-01 -3.282340251515855067e-01 -3.282353747547220868e-01
9.298597194388776854e-01 -3.285093903539012539e-01 -3.285107409773836418e-01
9.318637274549097516e-01 -3.287773888744169870e-01 -3.287787405662361828e-01
9.338677354709418177e-01 -3.290379913822035762e-01 -3.290393441906316330e-01
9.358717434869738838e-01 -3.292911691255928641e-01 -3.292925230991755048e-01
9.378757515030059499e-01 -3.295368939354602067e-01 -3.295382491230088307e-01
9.398797595190380161e-01 -3.297751382284142552e-01 -3.297764946789984997e-01
9.418837675350700822e-01 -3.300058750098945337e-01 -3.300072327728342803e-01
9.438877755511021483e-01 -3.302290778771750368e-01 -3.302304370020328061e-01
9.458917835671342145e-01 -3.304447210222744569e-01 -3.304460815588473599e-01
9.478957915831662806e-01 -3.306527792347716543e-01 -3.306541412330834540e-01
9.498997995991983467e-01 -3.308532279045269253e-01 -3.308545914148203759e-01
9.519038076152304129e-01 -3.310460430243076235e-01 -3.310474080970361443e-01
9.539078156312624790e-01 -3.312312011923184696e-01 -3.312325678781384841e-01
9.559118236472945451e-01 -3.314086796146357705e-01 -3.314100479643984354e-01
9.579158316633266113e-01 -3.315784561075451609e-01 -3.315798261722884277e-01
9.599198396793586774e-01 -3.317405090997830319e-01 -3.317418809307235983e-01
9.619238476953907435e-01 -3.318948176346802614e-01 -3.318961912832052441e-01
9.639278557114228096e-01 -3.320413613722089652e-01 -3.320427368898679066e-01
9.659318637274548758e-01 -3.321801205909310495e-01 -3.321814980294277575e-01
9.679358717434869419e-01 -3.323110761898493415e-01 -3.323124556010336184e-01
9.699398797595190080e-01 -3.324342096901595212e-01 -3.324355911260190588e-01
9.719438877755510742e-01 -3.325495032369042980e-01 -3.325508867495562404e-01
9.739478957915831403e-01 -3.326569396005278900e-01 -3.326583252422107284e-01
9.759519038076150954e-01 -3.327565021783317478e-01 -3.327578900013970498e-01
9.779559118236471615e-01 -3.328481749958308034e-01 -3.328495650527348859e-01
9.799599198396792277e-01 -3.329319427080104088e-01 -3.329333350513058454e-01
9.819639278557112938e-01 -3.330077906004828558e-01 -3.330091852828105381e-01
9.839679358717433599e-01 -3.330757045905445302e-01 -3.330771016646248972e-01
9.859719438877754261e-01 -3.331356712281324794e-01 -3.331370707467574133e-01
9.879759519038074922e-01 -3.331876776966810061e-01 -3.331890797127053383e-01
9.899799599198395583e-01 -3.332317118138775069e-01 -3.332331163802106921e-01
9.919839679358716245e-01 -3.332677620323180601e-01 -3.332691692019158491e-01
9.939879759519036906e-01 -3.332958174400621476e-01 -3.332972272659179835e-01
9.959919839679357567e-01 -3.333158677610865706e-01 -3.333172802962234282e-01
9.979959919839678228e-01 -3.333279033556389992e-01 -3.333293186531008923e-01
1.000000000000000000e+00 -3.333319152204897717e-01 -3.333333333333333703e-01
