x U
0.000000000000000000e+00 8.208499862390195023e-02
1.250000000000000000e-01 2.463794774812234634e-01
1.875000000000000000e-01 3.805781498062728030e-01
2.500000000000000000e-01 5.428198036906040080e-01
3.750000000000000000e-01 8.986660857865511609e-01
4.062500000000000000e-01 9.589142816755841237e-01
4.375000000000000000e-01 1.004418925914499994e+00
5.000000000000000000e-01 1.043481425914499772e+00
5.625000000000000000e-01 1.004418925914499550e+00
5.937500000000000000e-01 9.589142816755835685e-01
6.250000000000000000e-01 8.986660857865503838e-01
7.500000000000000000e-01 5.428198036906024537e-01
8.125000000000000000e-01 3.805781498062708046e-01
8.750000000000000000e-01 2.463794774812210764e-01
1.000000000000000000e+00 8.208499862389879997e-02
