x U
0.000000000000000000e+00 8.208499862389750934e-02
6.250000000000000000e-02 1.483209921020881561e-01
1.250000000000000000e-01 2.471422950147204034e-01
1.875000000000000000e-01 3.806645531916116876e-01
2.500000000000000000e-01 5.422297929277848372e-01
2.812500000000000000e-01 6.269327845867820326e-01
3.125000000000000000e-01 7.111157011431720187e-01
3.437500000000000000e-01 7.912189760941643613e-01
3.750000000000000000e-01 8.634927796254814325e-01
4.062500000000000000e-01 9.242812333028169736e-01
4.375000000000000000e-01 9.703261353300354219e-01
4.687500000000000000e-01 9.990554411979764016e-01
5.000000000000000000e-01 1.008821066197976402e+00
5.312500000000000000e-01 9.990554411979764016e-01
5.625000000000000000e-01 9.703261353300354219e-01
5.937500000000000000e-01 9.242812333028170846e-01
6.250000000000000000e-01 8.634927796254816545e-01
6.562500000000000000e-01 7.912189760941646943e-01
6.875000000000000000e-01 7.111157011431724628e-01
7.187500000000000000e-01 6.269327845867825877e-01
7.500000000000000000e-01 5.422297929277855033e-01
8.125000000000000000e-01 3.806645531916124647e-01
8.750000000000000000e-01 2.471422950147213471e-01
9.375000000000000000e-01 1.483209921020892663e-01
1.000000000000000000e+00 8.208499862389879997e-02
