x U
0.000000000000000000e+00 8.208499862390217228e-02
6.250000000000000000e-02 1.472404765254877179e-01
1.250000000000000000e-01 2.449812638615148641e-01
1.875000000000000000e-01 3.774230064618010472e-01
2.500000000000000000e-01 5.379077306213690957e-01
2.812500000000000000e-01 6.220704644920637127e-01
3.125000000000000000e-01 7.057131232601511206e-01
3.437500000000000000e-01 7.852761404228408848e-01
3.750000000000000000e-01 8.570096861658553777e-01
4.062500000000000000e-01 9.172578820548883405e-01
4.375000000000000000e-01 9.627625262938042106e-01
5.000000000000000000e-01 1.001825026293803989e+00
5.625000000000000000e-01 9.627625262938037665e-01
5.937500000000000000e-01 9.172578820548876744e-01
6.250000000000000000e-01 8.570096861658544896e-01
6.562500000000000000e-01 7.852761404228397746e-01
6.875000000000000000e-01 7.057131232601497883e-01
7.187500000000000000e-01 6.220704644920621584e-01
7.500000000000000000e-01 5.379077306213673193e-01
8.125000000000000000e-01 3.774230064617988267e-01
8.750000000000000000e-01 2.449812638615122551e-01
9.375000000000000000e-01 1.472404765254847203e-01
1.000000000000000000e+00 8.208499862389879997e-02
