x U u
2.685370741482965840e-01 9.867455563055025358e-01 9.867451827367904604e-01
2.705410821643286501e-01 9.868009015297295461e-01 9.868005237787138562e-01
2.725450901803607162e-01 9.868568163728244080e-01 9.868564344463341964e-01
2.745490981963927823e-01 9.869132587775769627e-01 9.869128726831036813e-01
2.765531062124248485e-01 9.869701867766711434e-01 9.869697965223667158e-01
2.785571142284569146e-01 9.870275585006144103e-01 9.870271640952902326e-01
2.805611222444889807e-01 9.870853321856520868e-01 9.870849336387779172e-01
2.825651302605209914e-01 9.871434661816645972e-01 9.871430635033666690e-01
2.845691382765530575e-01 9.872019189600471645e-01 9.872015121611071864e-01
2.865731462925851236e-01 9.872606491215700775e-01 9.872602382134224586e-01
2.885771543086171897e-01 9.873196154042178652e-01 9.873192003989487153e-01
2.905811623246492559e-01 9.873787766910075980e-01 9.873783576013526186e-01
2.925851703406813220e-01 9.874380920177835419e-01 9.874376688571260274e-01
2.945891783567133881e-01 9.874975205809879419e-01 9.874970933633565595e-01
2.965931863727454543e-01 9.875570217454062716e-01 9.875565904854730626e-01
2.985971943887775204e-01 9.876165550518857250e-01 9.876161197649634405e-01
3.006012024048095865e-01 9.876760802250257321e-01 9.876756409270655013e-01
3.026052104208416527e-01 9.877355571808393853e-01 9.877351138884283843e-01
3.046092184368737188e-01 9.877949460343848909e-01 9.877944987647435671e-01
3.066132264529057849e-01 9.878542071073646014e-01 9.878537558783441197e-01
3.086172344689378511e-01 9.879133009356922956e-01 9.879128457657716522e-01
3.106212424849699172e-01 9.879721882770259311e-01 9.879717291853085115e-01
3.126252505010019833e-01 9.880308301182650910e-01 9.880303671244763386e-01
3.146292585170340494e-01 9.880891876830125709e-01 9.880887208074966566e-01
3.166332665330661156e-01 9.881472224389979964e-01 9.881467517027143765e-01
3.186372745490981817e-01 9.882048961054631375e-01 9.882044215299834455e-01
3.206412825651302478e-01 9.882621706605070333e-01 9.882616922680115268e-01
3.226452905811623140e-01 9.883190083483899269e-01 9.883185261616641570e-01
3.246492985971943801e-01 9.883753716867959005e-01 9.883748857292268264e-01
3.266533066132264462e-01 9.884312234740507686e-01 9.884307337696233153e-01
3.286573146292585124e-01 9.884865267962967827e-01 9.884860333695898449e-01
3.306613226452905785e-01 9.885412450346208191e-01 9.885407479108034856e-01
3.326653306613226446e-01 9.885953418721363795e-01 9.885948410769639372e-01
3.346693386773546552e-01 9.886487813010171877e-01 9.886482768608267913e-01
3.366733466933867214e-01 9.887015276294821575e-01 9.887010195711891658e-01
3.386773547094187875e-01 9.887535454887304009e-01 9.887530338398236029e-01
3.406813627254508536e-01 9.888047998398243887e-01 9.888042846283618958e-01
3.426853707414829198e-01 9.888552559805213749e-01 9.888547372351265130e-01
3.446893787575149859e-01 9.889048795520516411e-01 9.889043573019072886e-01
3.466933867735470520e-01 9.889536365458410083e-01 9.889531108206861543e-01
3.486973947895791182e-01 9.890014933101797245e-01 9.890009641403041396e-01
3.507014028056111843e-01 9.890484165568329544e-01 9.890478839730728611e-01
3.527054108216432504e-01 9.890943733675953142e-01 9.890938374013277246e-01
3.547094188376753165e-01 9.891393312007850103e-01 9.891387918839237292e-01
3.567134268537073827e-01 9.891832578976798018e-01 9.891827152626693209e-01
3.587174348697394488e-01 9.892261216888912356e-01 9.892255757687026252e-01
3.607214428857715149e-01 9.892678912006779290e-01 9.892673420288027319e-01
3.627254509018035811e-01 9.893085354611952376e-01 9.893079830716406953e-01
3.647294589178356472e-01 9.893480239066823057e-01 9.893474683339658071e-01
3.667334669338677133e-01 9.893863263875828373e-01 9.893857676667265899e-01
3.687374749498997795e-01 9.894234131746024730e-01 9.894228513411273962e-01
3.707414829659318456e-01 9.894592549646968882e-01 9.894586900546177288e-01
3.727454909819639117e-01 9.894938228869948338e-01 9.894932549368139485e-01
3.747494989979959779e-01 9.895270885086503432e-01 9.895265175553522585e-01
3.767535070140280440e-01 9.895590238406277717e-01 9.895584499216729668e-01
3.787575150300601101e-01 9.895896013434144489e-01 9.895890244967338045e-01
3.807615230460921762e-01 9.896187939326630545e-01 9.896182141966514134e-01
3.827655310621242424e-01 9.896465749847623838e-01 9.896459923982726670e-01
3.847695390781562530e-01 9.896729183423335074e-01 9.896723329446706074e-01
3.867735470941883191e-01 9.896977983196534323e-01 9.896972101505681074e-01
3.887775551102203853e-01 9.897211897080031573e-01 9.897205988076857031e-01
3.907815631262524514e-01 9.897430677809408994e-01 9.897424741900142653e-01
3.927855711422845175e-01 9.897634082994978266e-01 9.897628120590116207e-01
3.947895791583165837e-01 9.897821875172970740e-01 9.897815886687210130e-01
3.967935871743486498e-01 9.897993821855949337e-01 9.897987807708124031e-01
3.987975951903807159e-01 9.898149695582424412e-01 9.898143656195436124e-01
4.008016032064127820e-01 9.898289273965682478e-01 9.898283209766433055e-01
4.028056112224448482e-01 9.898412339741797794e-01 9.898406251161124825e-01
4.048096192384769143e-01 9.898518680816842386e-01 9.898512568289447033e-01
4.068136272545089804e-01 9.898608090313271157e-01 9.898601954277652659e-01
4.088176352705410466e-01 9.898680366615483228e-01 9.898674207513866730e-01
4.108216432865731127e-01 9.898735313414543935e-01 9.898729131692813876e-01
4.128256513026051788e-01 9.898772739752071947e-01 9.898766535859699900e-01
4.148296593186372450e-01 9.898792460063273735e-01 9.898786234453241795e-01
4.168336673346693111e-01 9.898794294219123158e-01 9.898788047347857333e-01
4.188376753507013772e-01 9.898778067567679528e-01 9.898771799894979795e-01
4.208416833667334433e-01 9.898743610974540807e-01 9.898737322963503393e-01
4.228456913827655095e-01 9.898690760862415283e-01 9.898684452979359394e-01
4.248496993987975756e-01 9.898619359249818395e-01 9.898613031964217379e-01
4.268537074148296417e-01 9.898529253788879156e-01 9.898522907573279461e-01
4.288577154308617079e-01 9.898420297802253964e-01 9.898413933132205189e-01
4.308617234468937740e-01 9.898292350319143340e-01 9.898285967673120522e-01
4.328657314629258401e-01 9.898145276110400514e-01 9.898138875969727524e-01
4.348697394789579063e-01 9.897978945722730737e-01 9.897972528571507000e-01
4.368737474949899169e-01 9.897793235511975762e-01 9.897786801836998549e-01
4.388777555110219830e-01 9.897588027675480182e-01 9.897581577966163557e-01
4.408817635270540491e-01 9.897363210283525170e-01 9.897356745031826719e-01
4.428857715430861153e-01 9.897118677309834078e-01 9.897112197010176082e-01
4.448897795591181814e-01 9.896854328661145450e-01 9.896847833810334949e-01
4.468937875751502475e-01 9.896570070205839009e-01 9.896563561302990086e-01
4.488977955911823137e-01 9.896265813801621292e-01 9.896259291348078468e-01
4.509018036072143798e-01 9.895941477322260926e-01 9.895934941821512565e-01
4.529058116232464459e-01 9.895596984683368014e-01 9.895590436640974152e-01
4.549098196392785121e-01 9.895232265867218713e-01 9.895225705790725579e-01
4.569138276553105782e-01 9.894847256946612823e-01 9.894840685345477338e-01
4.589178356713426443e-01 9.894441900107773247e-01 9.894435317493278648e-01
4.609218436873747105e-01 9.894016143672269559e-01 9.894009550557443244e-01
4.629258517034067766e-01 9.893569942117972360e-01 9.893563339017508174e-01
4.649298597194388427e-01 9.893103256099028409e-01 9.893096643529204481e-01
4.669338677354709088e-01 9.892616052464865417e-01 9.892609430943457571e-01
4.689378757515029750e-01 9.892108304278196540e-01 9.892101674324403904e-01
4.709418837675350411e-01 9.891579990832063407e-01 9.891573352966419597e-01
4.729458917835671072e-01 9.891031097665869964e-01 9.891024452410165368e-01
4.749498997995991734e-01 9.890461616580440429e-01 9.890454964457635612e-01
4.769539078156312395e-01 9.889871545652076934e-01 9.889864887186220477e-01
4.789579158316633056e-01 9.889260889245624631e-01 9.889254224961773199e-01
4.809619238476953718e-01 9.888629658026542035e-01 9.888622988450671558e-01
4.829659318637274379e-01 9.887977868971966622e-01 9.887971194630895688e-01
4.849699398797595040e-01 9.887305545380785654e-01 9.887298866802083364e-01
4.869739478957915702e-01 9.886612716882698937e-01 9.886606034594611625e-01
4.889779559118235808e-01 9.885899419446286807e-01 9.885892733977644786e-01
4.909819639278556469e-01 9.885165695386063378e-01 9.885159007266204334e-01
4.929859719438877130e-01 9.884411593368528370e-01 9.884404903127207431e-01
4.949899799599197792e-01 9.883637168417209740e-01 9.883630476584522873e-01
4.969939879759518453e-01 9.882842481916706001e-01 9.882835789022996753e-01
4.989979959919839114e-01 9.882027601615707146e-01 9.882020908191490038e-01
5.010020040080159776e-01 9.881192601629017469e-01 9.881185908204890289e-01
5.030060120240480437e-01 9.880337562438562538e-01 9.880330869545123074e-01
5.050100200400801098e-01 9.879462570893392526e-01 9.879455879061156409e-01
5.070140280561121759e-01 9.878567720208668579e-01 9.878561029967979357e-01
5.090180360721442421e-01 9.877653109963647760e-01 9.877646421844599178e-01
5.110220440881763082e-01 9.876718846098653248e-01 9.876712160631001547e-01
5.130260521042083743e-01 9.875765040911037573e-01 9.875758358624118216e-01
5.150300601202404405e-01 9.874791813050138867e-01 9.874785134472785497e-01
5.170340681362725066e-01 9.873799287511231260e-01 9.873792613171687993e-01
5.190380761523045727e-01 9.872787595628467194e-01 9.872780926054306461e-01
5.210420841683366389e-01 9.871756875066811654e-01 9.871750210784849822e-01
5.230460921843687050e-01 9.870707269812980522e-01 9.870700611349194631e-01
5.250501002004007711e-01 9.869638930165369750e-01 9.869632278044813134e-01
5.270541082164328373e-01 9.868552012722985323e-01 9.868545367469708784e-01
5.290581162324649034e-01 9.867446680373377355e-01 9.867440042510343678e-01
5.310621242484969695e-01 9.866323102279574986e-01 9.866316472328571230e-01
5.330661322645290356e-01 9.865181453866027628e-01 9.865174832347588518e-01
5.350701402805611018e-01 9.864021916803547008e-01 9.864015304236870563e-01
5.370741482965931679e-01 9.862844678993271108e-01 9.862838075896134260e-01
5.390781563126252340e-01 9.861649934549625574e-01 9.861643341438307564e-01
5.410821643286573002e-01 9.860437883782317003e-01 9.860431301171510565e-01
5.430861723446893663e-01 9.859208733177327044e-01 9.859202161580062906e-01
5.450901803607214324e-01 9.857962695376939477e-01 9.857956135304497547e-01
5.470941883767534986e-01 9.856699989158783648e-01 9.856693441120621957e-01
5.490981963927855647e-01 9.855420839413913114e-01 9.855414303917577890e-01
5.511022044088176308e-01 9.854125477123903964e-01 9.854118954674956354e-01
5.531062124248496970e-01 9.852814139337000565e-01 9.852807630438930042e-01
5.551102204408817631e-01 9.851487069143285424e-01 9.851480574297434289e-01
5.571142284569138292e-01 9.850144515648905363e-01 9.850138035354388810e-01
5.591182364729458953e-01 9.848786733949332906e-01 9.848780268702957974e-01
5.611222444889779615e-01 9.847413985101683975e-01 9.847407535397871836e-01
5.631262525050100276e-01 9.846026536096086357e-01 9.846020102426795706e-01
5.651302605210419827e-01 9.844624659826113344e-01 9.844618242680759357e-01
5.671342685370740488e-01 9.843208635058273703e-01 9.843202234923651428e-01
5.691382765531061150e-01 9.841778746400576816e-01 9.841772363760784570e-01
5.711422845691381811e-01 9.840335284270171901e-01 9.840328919606533553e-01
5.731462925851702472e-01 9.838878544860055753e-01 9.838872198651047452e-01
5.751503006012023134e-01 9.837408830104884538e-01 9.837402502826053663e-01
5.771543086172343795e-01 9.835926447645852999e-01 9.835920139769747106e-01
5.791583166332664456e-01 9.834431710794684367e-01 9.834425422790774585e-01
5.811623246492985118e-01 9.832924938496714340e-01 9.832918670831322094e-01
5.831663326653305779e-01 9.831406455293087987e-01 9.831400208429310617e-01
5.851703406813626440e-01 9.829876591282062925e-01 9.829870365679698185e-01
5.871743486973947102e-01 9.828335682079430979e-01 9.828329478194905988e-01
5.891783567134267763e-01 9.826784068778069425e-01 9.826777887064370720e-01
5.911823647294588424e-01 9.825222097906628482e-01 9.825215938813222083e-01
5.931863727454909085e-01 9.823650121387340617e-01 9.823643985360110964e-01
5.951903807615229747e-01 9.822068496492992740e-01 9.822062383974164979e-01
5.971943887775550408e-01 9.820477585803040199e-01 9.820471497231114677e-01
5.991983967935871069e-01 9.818877757158878117e-01 9.818871692968555998e-01
6.012024048096191731e-01 9.817269383618290046e-01 9.817263344240407807e-01
6.032064128256512392e-01 9.815652843409051753e-01 9.815646829270512352e-01
6.052104208416833053e-01 9.814028519881733414e-01 9.814022531405436345e-01
6.072144288577153715e-01 9.812396801461674700e-01 9.812390839066453818e-01
6.092184368737474376e-01 9.810758081600167158e-01 9.810752145700718518e-01
6.112224448897795037e-01 9.809112758724830572e-01 9.809106849731653588e-01
6.132264529058115698e-01 9.807461236189205511e-01 9.807455354508529677e-01
6.152304609218436360e-01 9.805803922221565383e-01 9.805798068255290323e-01
6.172344689378757021e-01 9.804141229872951335e-01 9.804135404018584632e-01
6.192384769539077682e-01 9.802473576964446655e-01 9.802467779615038346e-01
6.212424849699398344e-01 9.800801386033691776e-01 9.800795617577772179e-01
6.232464929859719005e-01 9.799125084280654319e-01 9.799119345102171863e-01
6.252505010020039666e-01 9.797445103512656406e-01 9.797439393990921008e-01
6.272545090180360328e-01 9.795761880088679208e-01 9.795756200598295660e-01
6.292585170340680989e-01 9.794075854862934749e-01 9.794070205773747206e-01
6.312625250501001650e-01 9.792387473127731612e-01 9.792381854804764751e-01
6.332665330661322312e-01 9.790697184555637866e-01 9.790691597359039156e-01
6.352705410821642973e-01 9.789005443140946783e-01 9.788999887425928748e-01
6.372745490981963634e-01 9.787312707140458645e-01 9.787307183257242249e-01
6.392785571142284295e-01 9.785619439013585330e-01 9.785613947307343352e-01
6.412825651302604957e-01 9.783926105361792080e-01 9.783920646172596935e-01
6.432865731462925618e-01 9.782233176867374258e-01 9.782227750530143595e-01
6.452905811623246279e-01 9.780541128231603487e-01 9.780535735076045789e-01
6.472945891783566941e-01 9.778850438112212107e-01 9.778845078462775620e-01
6.492985971943887602e-01 9.777161589060279212e-01 9.777156263236098654e-01
6.513026052104208263e-01 9.775475067456471656e-01 9.775469775771320480e-01
6.533066132264528925e-01 9.773791363446698854e-01 9.773786106208938174e-01
6.553106212424849586e-01 9.772110970877160296e-01 9.772105748389688928e-01
6.573146292585170247e-01 9.770434387228809081e-01 9.770429199789015806e-01
6.593186372745490909e-01 9.768762113551237025e-01 9.768756961450955068e-01
6.613226452905811570e-01 9.767094654395997999e-01 9.767089537921455067e-01
6.633266533066132231e-01 9.765432517749368380e-01 9.765427437181147807e-01
6.653306613226452892e-01 9.763776214964577926e-01 9.763771170577566494e-01
6.673346693386772444e-01 9.762126260693488877e-01 9.762121252756841283e-01
6.693386773547093105e-01 9.760483172817763231e-01 9.760478201594852132e-01
6.713426853707413766e-01 9.758847472379515997e-01 9.758842538127895372e-01
6.733466933867734427e-01 9.757219683511467734e-01 9.757214786482827362e-01
6.753507014028055089e-01 9.755600333366599708e-01 9.755595473806729645e-01
6.773547094188375750e-01 9.753989952047346090e-01 9.753985130196094477e-01
6.793587174348696411e-01 9.752389072534297654e-01 9.752384288625536302e-01
6.813627254509017073e-01 9.750798230614470263e-01 9.750793484876052464e-01
6.833667334669337734e-01 9.749217964809111514e-01 9.749213257462839843e-01
6.853707414829658395e-01 9.747648816301085484e-01 9.747644147562675165e-01
6.873747494989979057e-01 9.746091328861825609e-01 9.746086698940872317e-01
6.893787575150299718e-01 9.744546048777888991e-01 9.744541457877834434e-01
6.913827655310620379e-01 9.743013524777102141e-01 9.743008973095200753e-01
6.933867735470941041e-01 9.741494307954318144e-01 9.741489795681607111e-01
6.953907815631261702e-01 9.739988951696815223e-01 9.739984479018080066e-01
6.973947895791582363e-01 9.738498011609306726e-01 9.738493578703059095e-01
6.993987975951903024e-01 9.737022045438620266e-01 9.737017652477064633e-01
7.014028056112223686e-01 9.735561612998027137e-01 9.735557260147036374e-01
7.034068136272544347e-01 9.734117276091249771e-01 9.734112963510337391e-01
7.054108216432865008e-01 9.732689598436146117e-01 9.732685326278439630e-01
7.074148296593185670e-01 9.731279145588096480e-01 9.731274914000315190e-01
7.094188376753506331e-01 9.729886484863101703e-01 9.729882293985532282e-01
7.114228456913826992e-01 9.728512185260589362e-01 9.728508035227065864e-01
7.134268537074147654e-01 9.727156817385971266e-01 9.727152708323850705e-01
7.154308617234468315e-01 9.725820953372928956e-01 9.725816885403073542e-01
7.174348697394788976e-01 9.724505166805468281e-01 9.724501140042224323e-01
7.194388777555109638e-01 9.723210032639743039e-01 9.723206047190922074e-01
7.214428857715430299e-01 9.721936127125653249e-01 9.721932183092519830e-01
7.234468937875750960e-01 9.720684027728245802e-01 9.720680125205495292e-01
7.254509018036071621e-01 9.719454313048919714e-01 9.719450452124669404e-01
7.274549098196392283e-01 9.718247562746452628e-01 9.718243743502223975e-01
7.294589178356712944e-01 9.717064357457860790e-01 9.717060579968564982e-01
7.314629258517033605e-01 9.715905278719096927e-01 9.715901543053026002e-01
7.334669338677354267e-01 9.714770908885612677e-01 9.714767215104428422e-01
7.354709418837674928e-01 9.713661831052793350e-01 9.713658179211516197e-01
7.374749498997995589e-01 9.712578628976261674e-01 9.712575019123265152e-01
7.394789579158316251e-01 9.711521886992097174e-01 9.711518319169092361e-01
7.414829659318636912e-01 9.710492189936941188e-01 9.710488664178981155e-01
7.434869739478957573e-01 9.709490123068045264e-01 9.709486639403510644e-01
7.454909819639278235e-01 9.708516271983232970e-01 9.708512830433830842e-01
7.474949899799598896e-01 9.707571222540819500e-01 9.707567823121581174e-01
7.494989979959919557e-01 9.706655560779486880e-01 9.706652203498763454e-01
7.515030060120240218e-01 9.705769872838129197e-01 9.705766557697591557e-01
7.535070140280560880e-01 9.704914744875684507e-01 9.704911471870321105e-01
7.555110220440881541e-01 9.704090762990962293e-01 9.704087532109081371e-01
7.575150300601202202e-01 9.703298513142478710e-01 9.703295324365710517e-01
7.595190380761522864e-01 9.702538581068316237e-01 9.702535434371615253e-01
7.615230460921843525e-01 9.701811552206018874e-01 9.701808447557669357e-01
7.635270541082164186e-01 9.701118011612532843e-01 9.701114948974151053e-01
7.655310621242484848e-01 9.700458543884211693e-01 9.700455523210752551e-01
7.675350701402805509e-01 9.699833733076884679e-01 9.699830754316651760e-01
7.695390781563125060e-01 9.699244162626023957e-01 9.699241225720673931e-01
7.715430861723445721e-01 9.698690415267000597e-01 9.698687520151555441e-01
7.735470941883766383e-01 9.698173072955457164e-01 9.698170219558314153e-01
7.755511022044087044e-01 9.697692716787797984e-01 9.697689905030738577e-01
