x U
0.000000000000000000e+00 8.208499862390028490e-02
1.250000000000000000e-01 2.435295356842386294e-01
1.875000000000000000e-01 3.763032371107963847e-01
2.500000000000000000e-01 5.371199200966360054e-01
3.125000000000000000e-01 7.083909278582370961e-01
3.750000000000000000e-01 8.633433691982477232e-01
4.062500000000000000e-01 9.235915650872807969e-01
4.375000000000000000e-01 9.690962093261967780e-01
5.000000000000000000e-01 1.008158709326196778e+00
5.625000000000000000e-01 9.690962093261966670e-01
5.937500000000000000e-01 9.235915650872805749e-01
6.250000000000000000e-01 8.633433691982473901e-01
6.875000000000000000e-01 7.083909278582365410e-01
7.500000000000000000e-01 5.371199200966352283e-01
8.125000000000000000e-01 3.763032371107954410e-01
8.750000000000000000e-01 2.435295356842375192e-01
1.000000000000000000e+00 8.208499862389879997e-02
