x U u
7.775551102204407705e-01 9.931861351099101343e-02 9.931723404207608297e-02
7.795591182364728366e-01 9.961215324648604874e-02 9.961077508203494690e-02
7.815631262525049028e-01 9.990956533045503019e-02 9.990818846066951142e-02
7.835671342685369689e-01 1.002109074496290858e-01 1.002095318640551652e-01
7.855711422845690350e-01 1.005162371652920661e-01 1.005148628528215043e-01
7.875751503006011012e-01 1.008256119054305316e-01 1.008242388543027362e-01
7.895791583166331673e-01 1.011390889569047519e-01 1.011377171547085674e-01
7.915831663326652334e-01 1.014567254576422828e-01 1.014553548913179476e-01
7.935871743486972996e-01 1.017785783888548456e-01 1.017772090446960459e-01
7.955911823647293657e-01 1.021047045672804077e-01 1.021033364309365810e-01
7.975951903807614318e-01 1.024351606374510476e-01 1.024337936939295063e-01
7.995991983967934980e-01 1.027700030639882994e-01 1.027686372976566870e-01
8.016032064128255641e-01 1.031092881239269732e-01 1.031079235185157067e-01
8.036072144288576302e-01 1.034530718990686604e-01 1.034517084376735813e-01
8.056112224448896963e-01 1.038014102683662704e-01 1.038000479334512116e-01
8.076152304609217625e-01 1.041543589003407211e-01 1.041529976737403662e-01
8.096192384769538286e-01 1.045119732455308814e-01 1.045106131084536372e-01
8.116232464929858947e-01 1.048743085289782495e-01 1.048729494620092295e-01
8.136272545090179609e-01 1.052414197427472692e-01 1.052400617258513055e-01
8.156312625250500270e-01 1.056133616384825891e-01 1.056120046510075072e-01
8.176352705410820931e-01 1.059901887200044579e-01 1.059888327406842551e-01
8.196392785571141593e-01 1.063719552359434356e-01 1.063706002429017222e-01
8.216432865731462254e-01 1.067587151724154887e-01 1.067573611431689717e-01
8.236472945891782915e-01 1.071505222457388301e-01 1.071491691572007826e-01
8.256513026052103577e-01 1.075474298951933916e-01 1.075460777236773857e-01
8.276553106212424238e-01 1.079494912758243441e-01 1.079481399970480537e-01
8.296593186372744899e-01 1.083567592512905686e-01 1.083554088403794746e-01
8.316633266533065560e-01 1.087692863867594645e-01 1.087679368182509210e-01
8.336673346693386222e-01 1.091871249418489287e-01 1.091857761896961182e-01
8.356713426853706883e-01 1.096103268636178102e-01 1.096089789011939625e-01
8.376753507014027544e-01 1.100389437796060882e-01 1.100375965797086020e-01
8.396793587174348206e-01 1.104730269909254686e-01 1.104716805257803663e-01
8.416833667334668867e-01 1.109126274654018973e-01 1.109112817066680440e-01
8.436873747494989528e-01 1.113577958307708504e-01 1.113564507495445749e-01
8.456913827655310190e-01 1.118085823679265400e-01 1.118072379347462425e-01
8.476953907815630851e-01 1.122650370042261592e-01 1.122636931890768353e-01
8.496993987975951512e-01 1.127272093068500958e-01 1.127258660791682354e-01
8.517034068136272174e-01 1.131951484762193511e-01 1.131938058048976709e-01
8.537074148296592835e-01 1.136689033394710224e-01 1.136675611928635449e-01
8.557114228456913496e-01 1.141485223439930030e-01 1.141471806899199137e-01
8.577154308617234157e-01 1.146340535510188552e-01 1.146327123567717349e-01
8.597194388777554819e-01 1.151255446292840379e-01 1.151242038616309415e-01
8.617234468937875480e-01 1.156230428487441397e-01 1.156217024739350230e-01
8.637274549098196141e-01 1.161265950743565895e-01 1.161252550581284015e-01
8.657314629258516803e-01 1.166362477599262593e-01 1.166349080675086469e-01
8.677354709418837464e-01 1.171520469420166688e-01 1.171507075381373331e-01
8.697394789579158125e-01 1.176740382339269558e-01 1.176726990828172309e-01
8.717434869739478787e-01 1.182022668197361265e-01 1.182009278851367945e-01
8.737474949899798338e-01 1.187367774484154176e-01 1.187354386935822875e-01
8.757515030060118999e-01 1.192776144280095346e-01 1.192762758157194097e-01
8.777555110220439660e-01 1.198248216198878197e-01 1.198234831124442151e-01
8.797595190380760322e-01 1.203784424330661684e-01 1.203771039923055147e-01
8.817635270541080983e-01 1.209385198186009036e-01 1.209371814058984446e-01
8.837675350701401644e-01 1.215050962640549237e-01 1.215037578403308782e-01
8.857715430861722306e-01 1.220782137880376955e-01 1.220768753137634749e-01
8.877755511022042967e-01 1.226579139348192293e-01 1.226565753700237099e-01
8.897795591182363628e-01 1.232442377690195628e-01 1.232428990732953311e-01
8.917835671342684289e-01 1.238372258703741291e-01 1.238358870028840181e-01
8.937875751503004951e-01 1.244369183285760072e-01 1.244355792480594525e-01
8.957915831663325612e-01 1.250433547381959165e-01 1.250420154029756592e-01
8.977955911823646273e-01 1.256565741936807312e-01 1.256552345616692157e-01
8.997995991983966935e-01 1.262766152844312373e-01 1.262752753131374250e-01
9.018036072144287596e-01 1.269035160899598669e-01 1.269021757364959813e-01
9.038076152304608257e-01 1.275373141751295625e-01 1.275359733962178055e-01
9.058116232464928919e-01 1.281780465854738815e-01 1.281767053374533449e-01
9.078156312625249580e-01 1.288257498425997294e-01 1.288244080814333059e-01
9.098196392785570241e-01 1.294804599396729705e-01 1.294791176209543759e-01
9.118236472945890903e-01 1.301422123369879169e-01 1.301408694159486568e-01
9.138276553106211564e-01 1.308110419576212768e-01 1.308096983891377796e-01
9.158316633266532225e-01 1.314869831831712577e-01 1.314856389217719801e-01
9.178356713426852886e-01 1.321700698495824611e-01 1.321687248494552991e-01
9.198396793587173548e-01 1.328603352430575424e-01 1.328589894580567976e-01
9.218436873747494209e-01 1.335578120960556892e-01 1.335564654797096462e-01
9.238476953907814870e-01 1.342625325833791960e-01 1.342611850888972280e-01
9.258517034068135532e-01 1.349745283183480526e-01 1.349731798986282538e-01
9.278557114228456193e-01 1.356938303490640707e-01 1.356924809567007228e-01
9.298597194388776854e-01 1.364204691547642734e-01 1.364191187420552009e-01
9.318637274549097516e-01 1.371544746422644900e-01 1.371531231612186930e-01
9.338677354709418177e-01 1.378958761424938506e-01 1.378945235448392759e-01
9.358717434869738838e-01 1.386447024071205125e-01 1.386433486443114371e-01
9.378757515030059499e-01 1.394009816052692308e-01 1.393996266284941443e-01
9.398797595190380161e-01 1.401647413203311876e-01 1.401633850805205084e-01
9.418837675350700822e-01 1.409360085468669699e-01 1.409346509947007609e-01
9.438877755511021483e-01 1.417148096876024999e-01 1.417134507735182403e-01
9.458917835671342145e-01 1.425011705505191406e-01 1.424998102247197751e-01
9.478957915831662806e-01 1.432951163460379207e-01 1.432937545584996863e-01
9.498997995991983467e-01 1.440966716842986273e-01 1.440953083847787974e-01
9.519038076152304129e-01 1.449058605725339344e-01 1.449044957105790621e-01
9.539078156312624790e-01 1.457227064125390936e-01 1.457213399374927554e-01
9.559118236472945451e-01 1.465472319982378535e-01 1.465458638592488649e-01
9.579158316633266113e-01 1.473794595133444407e-01 1.473780896593748502e-01
9.599198396793586774e-01 1.482194105291225472e-01 1.482180389089557404e-01
9.619238476953907435e-01 1.490671060022412675e-01 1.490657325644901277e-01
9.639278557114228096e-01 1.499225662727285968e-01 1.499211909658434982e-01
9.659318637274548758e-01 1.507858110620224901e-01 1.507844338342996804e-01
9.679358717434869419e-01 1.516568594711202034e-01 1.516554802707098804e-01
9.699398797595190080e-01 1.525357299788259735e-01 1.525343487537404730e-01
9.719438877755510742e-01 1.534224404400972297e-01 1.534210571382192689e-01
9.739478957915831403e-01 1.543170080844896985e-01 1.543156226535808417e-01
9.759519038076150954e-01 1.552194495147019015e-01 1.552180619024104979e-01
9.779559118236471615e-01 1.561297807052188791e-01 1.561283908590887226e-01
9.799599198396792277e-01 1.570480170010553067e-01 1.570466248685337407e-01
9.819639278557112938e-01 1.579741731165988372e-01 1.579727786450451088e-01
9.839679358717433599e-01 1.589082631345531404e-01 1.589068662712467550e-01
9.859719438877754261e-01 1.598503005049811410e-01 1.598489011971302998e-01
9.879759519038074922e-01 1.608002980444485919e-01 1.607988962391984078e-01
9.899799599198395583e-01 1.617582679352680686e-01 1.617568635797090870e-01
9.919839679358716245e-01 1.627242217248435208e-01 1.627228147660199631e-01
9.939879759519036906e-01 1.636981703251154663e-01 1.636967607100338618e-01
9.959919839679357567e-01 1.646801240121070209e-01 1.646787116877444224e-01
9.979959919839678228e-01 1.656700924255706531e-01 1.656686773388830192e-01
1.000000000000000000e+00 1.666680845687358858e-01 1.666666666666666574e-01
